pointer,OQ818321,OQ818329,OQ818342,OQ818343,OQ818344,NC_033820.1
49,24.0,76.47058823529412,0.0,0.0,0.0,17.647058823529413
50,25.0,77.14285714285715,0.0,0.0,0.0,20.0
51,26.0,77.77777777777779,0.0,0.0,0.0,22.22222222222222
52,27.0,78.37837837837837,0.0,0.0,0.0,24.324324324324326
53,28.000000000000004,78.94736842105263,0.0,0.0,0.0,26.31578947368421
54,28.999999999999996,79.48717948717949,0.0,0.0,0.0,28.205128205128204
55,30.0,77.5,0.0,0.0,0.0,27.500000000000004
56,31.0,75.60975609756098,0.0,0.0,0.0,29.268292682926827
57,31.0,73.80952380952381,0.0,0.0,0.0,30.952380952380953
58,32.0,72.09302325581395,0.0,0.0,0.0,32.55813953488372
59,33.0,72.72727272727273,0.0,0.0,0.0,34.090909090909086
60,34.0,73.33333333333333,0.0,0.0,0.0,35.55555555555556
61,35.0,73.91304347826086,0.0,0.0,0.0,34.78260869565217
62,36.0,74.46808510638297,0.0,0.0,0.0,36.17021276595745
63,37.0,75.0,0.0,0.0,0.0,35.41666666666667
64,38.0,75.51020408163265,0.0,0.0,0.0,36.734693877551024
65,39.0,76.0,0.0,0.0,0.0,36.0
66,40.0,76.47058823529412,0.0,0.0,0.0,37.254901960784316
67,41.0,76.92307692307693,0.0,0.0,0.0,38.46153846153847
68,42.0,77.35849056603774,0.0,0.0,0.0,39.62264150943396
69,43.0,77.77777777777779,0.0,0.0,0.0,38.88888888888889
70,44.0,78.18181818181819,0.0,0.0,0.0,40.0
71,45.0,78.57142857142857,0.0,0.0,0.0,41.07142857142857
72,46.0,78.94736842105263,0.0,0.0,0.0,42.10526315789473
73,47.0,79.3103448275862,0.0,0.0,0.0,43.103448275862064
74,48.0,79.66101694915254,0.0,0.0,0.0,44.06779661016949
75,49.0,80.0,0.0,0.0,0.0,45.0
76,50.0,80.32786885245902,0.0,0.0,0.0,45.90163934426229
77,51.0,80.64516129032258,0.0,0.0,0.0,46.774193548387096
78,52.0,80.95238095238095,0.0,0.0,0.0,47.61904761904761
79,53.0,81.25,0.0,0.0,0.0,48.4375
80,54.0,81.53846153846153,0.0,0.0,0.0,49.23076923076923
81,55.00000000000001,81.81818181818183,0.0,0.0,0.0,50.0
82,56.00000000000001,82.08955223880598,0.0,0.0,0.0,50.74626865671642
83,56.99999999999999,82.35294117647058,0.0,0.0,0.0,50.0
84,57.99999999999999,82.6086956521739,0.0,0.0,0.0,50.72463768115942
85,59.0,82.85714285714286,0.0,0.0,0.0,51.42857142857142
86,60.0,83.09859154929578,0.0,0.0,0.0,52.112676056338024
87,61.0,83.33333333333334,0.0,0.0,0.0,52.77777777777778
88,62.0,83.56164383561644,0.0,0.0,0.0,53.42465753424658
89,63.0,83.78378378378379,0.0,0.0,0.0,54.054054054054056
90,64.0,84.0,0.0,0.0,0.0,54.666666666666664
91,65.0,84.21052631578947,0.0,0.0,0.0,55.26315789473685
92,66.0,83.11688311688312,0.0,0.0,0.0,55.84415584415584
93,67.0,83.33333333333334,0.0,0.0,0.0,55.12820512820513
94,68.0,83.54430379746836,0.0,0.0,0.0,55.69620253164557
95,69.0,83.75,0.0,0.0,0.0,55.00000000000001
96,69.0,83.9506172839506,0.0,0.0,0.0,55.55555555555556
97,69.0,82.92682926829268,0.0,0.0,0.0,54.87804878048781
98,70.0,83.13253012048193,0.0,0.0,0.0,55.42168674698795
99,71.0,82.14285714285714,0.0,0.0,0.0,55.952380952380956
100,71.0,81.17647058823529,0.0,0.0,0.0,55.294117647058826
101,72.0,81.3953488372093,0.0,0.0,0.0,55.81395348837209
102,72.0,81.60919540229885,0.0,0.0,0.0,56.32183908045977
103,72.0,80.68181818181817,0.0,0.0,0.0,55.68181818181818
104,72.0,79.7752808988764,0.0,0.0,0.0,56.17977528089888
105,72.0,78.88888888888889,0.0,0.0,0.0,56.666666666666664
106,73.0,79.12087912087912,0.0,0.0,0.0,57.14285714285714
107,74.0,79.34782608695652,0.0,0.0,0.0,57.608695652173914
108,74.0,78.49462365591397,0.0,0.0,0.0,56.98924731182796
109,75.0,78.72340425531915,0.0,0.0,0.0,56.38297872340425
110,75.0,77.89473684210526,0.0,0.0,0.0,55.78947368421052
111,76.0,77.08333333333334,0.0,0.0,0.0,56.25
112,76.0,76.28865979381443,0.0,0.0,0.0,56.70103092783505
113,76.0,75.51020408163265,0.0,0.0,0.0,57.14285714285714
114,75.0,74.48979591836735,0.0,0.0,0.0,58.16326530612245
115,74.0,73.46938775510205,0.0,0.0,0.0,59.183673469387756
116,73.0,72.44897959183673,0.0,0.0,0.0,59.183673469387756
117,73.0,71.42857142857143,0.0,0.0,0.0,60.204081632653065
118,73.0,70.40816326530613,0.0,0.0,0.0,60.204081632653065
119,73.0,71.42857142857143,0.0,0.0,0.0,61.224489795918366
120,73.0,71.42857142857143,0.0,0.0,0.0,62.244897959183675
121,73.0,70.40816326530613,0.0,0.0,0.0,63.26530612244898
122,73.0,70.40816326530613,0.0,0.0,0.0,64.28571428571429
123,73.0,70.40816326530613,0.0,0.0,0.0,65.3061224489796
124,73.0,70.40816326530613,0.0,0.0,0.0,66.3265306122449
125,73.0,70.40816326530613,0.0,0.0,0.0,67.3469387755102
126,74.0,71.42857142857143,0.0,0.0,0.0,68.36734693877551
127,74.0,72.44897959183673,0.0,0.0,0.0,68.36734693877551
128,75.0,73.46938775510205,0.0,0.0,0.0,69.38775510204081
129,76.0,73.46938775510205,0.0,0.0,0.0,70.40816326530613
130,75.0,72.44897959183673,0.0,0.0,0.0,70.40816326530613
131,75.0,72.44897959183673,0.0,0.0,0.0,70.40816326530613
132,74.0,71.42857142857143,0.0,0.0,0.0,70.40816326530613
133,74.0,71.42857142857143,0.0,0.0,0.0,70.40816326530613
134,75.0,71.42857142857143,0.0,0.0,0.0,70.40816326530613
135,74.0,70.40816326530613,0.0,0.0,0.0,71.42857142857143
136,74.0,69.38775510204081,0.0,0.0,0.0,72.44897959183673
137,74.0,69.38775510204081,0.0,0.0,0.0,73.46938775510205
138,75.0,70.40816326530613,0.0,0.0,0.0,73.46938775510205
139,75.0,71.42857142857143,0.0,0.0,0.0,74.48979591836735
140,75.0,72.44897959183673,0.0,0.0,0.0,75.51020408163265
141,75.0,72.44897959183673,0.0,0.0,0.0,76.53061224489795
142,74.0,71.42857142857143,0.0,0.0,0.0,77.55102040816327
143,75.0,71.71717171717171,0.0,0.0,0.0,76.76767676767676
144,76.0,72.0,0.0,0.0,0.0,77.0
145,76.0,72.0,0.0,0.0,0.0,76.0
146,77.0,72.0,0.0,0.0,0.0,76.0
147,78.0,72.0,0.0,0.0,0.0,75.0
148,78.0,72.0,0.0,0.0,0.0,76.0
149,78.0,72.0,0.0,0.0,0.0,77.0
150,78.0,72.0,0.0,0.0,0.0,77.0
151,78.0,72.0,0.0,0.0,0.0,77.0
152,77.77777777777779,71.0,0.0,0.0,0.0,76.76767676767676
153,77.77777777777779,71.0,0.0,0.0,0.0,76.76767676767676
154,77.77777777777779,71.0,0.0,0.0,0.0,76.76767676767676
155,76.76767676767676,71.0,0.0,0.0,0.0,77.77777777777779
156,75.75757575757575,71.0,0.0,0.0,0.0,77.77777777777779
157,75.75757575757575,71.0,0.0,0.0,0.0,76.76767676767676
158,75.75757575757575,71.0,0.0,0.0,0.0,75.75757575757575
159,74.74747474747475,71.0,0.0,0.0,0.0,75.75757575757575
160,73.73737373737373,71.0,0.0,0.0,0.0,74.74747474747475
161,73.73737373737373,71.0,0.0,0.0,0.0,74.74747474747475
162,72.72727272727273,70.0,0.0,0.0,0.0,74.74747474747475
163,72.72727272727273,70.0,0.0,0.0,0.0,75.75757575757575
164,71.71717171717171,69.0,0.0,0.0,0.0,75.75757575757575
165,70.70707070707071,69.0,0.0,0.0,0.0,75.75757575757575
166,69.6969696969697,68.0,0.0,0.0,0.0,75.75757575757575
167,68.68686868686868,67.0,0.0,0.0,0.0,74.74747474747475
168,68.68686868686868,66.0,0.0,0.0,0.0,74.74747474747475
169,67.67676767676768,66.0,0.0,0.0,0.0,74.74747474747475
170,66.66666666666666,65.0,0.0,0.0,0.0,74.74747474747475
171,66.66666666666666,64.0,0.0,0.0,0.0,74.74747474747475
172,65.65656565656566,63.0,0.0,0.0,0.0,74.74747474747475
173,64.64646464646465,63.0,0.0,0.0,0.0,74.74747474747475
174,64.64646464646465,63.0,0.0,0.0,0.0,74.74747474747475
175,64.64646464646465,63.0,0.0,0.0,0.0,74.74747474747475
176,64.64646464646465,63.0,0.0,0.0,0.0,74.74747474747475
177,64.64646464646465,63.0,0.0,0.0,0.0,74.74747474747475
178,64.64646464646465,63.0,0.0,0.0,0.0,74.74747474747475
179,64.64646464646465,63.0,0.0,0.0,0.0,74.74747474747475
180,64.64646464646465,63.0,0.0,0.0,0.0,74.74747474747475
181,64.64646464646465,63.0,0.0,0.0,0.0,73.73737373737373
182,64.64646464646465,63.0,0.0,0.0,0.0,73.73737373737373
183,64.64646464646465,62.0,0.0,0.0,0.0,74.74747474747475
184,64.64646464646465,61.0,0.0,0.0,0.0,74.74747474747475
185,63.63636363636363,60.0,0.0,0.0,0.0,73.73737373737373
186,63.63636363636363,59.0,0.0,0.0,0.0,73.73737373737373
187,63.63636363636363,59.0,0.0,0.0,0.0,73.73737373737373
188,63.63636363636363,59.0,0.0,0.0,0.0,72.72727272727273
189,63.63636363636363,59.0,0.0,0.0,0.0,72.72727272727273
190,63.63636363636363,59.0,0.0,0.0,0.0,72.72727272727273
191,63.63636363636363,59.0,0.0,0.0,0.0,72.72727272727273
192,63.63636363636363,60.0,0.0,0.0,0.0,72.72727272727273
193,63.63636363636363,60.0,0.0,0.0,0.0,73.73737373737373
194,63.63636363636363,60.0,0.0,0.0,0.0,73.73737373737373
195,63.63636363636363,60.0,0.0,0.0,0.0,74.74747474747475
196,64.64646464646465,60.0,0.0,0.0,0.0,74.74747474747475
197,65.65656565656566,61.0,0.0,0.0,0.0,75.75757575757575
198,65.65656565656566,61.0,0.0,0.0,0.0,75.75757575757575
199,65.65656565656566,62.0,0.0,0.0,0.0,75.75757575757575
200,66.66666666666666,63.0,0.0,0.0,0.0,76.76767676767676
201,66.66666666666666,63.0,0.0,0.0,0.0,76.76767676767676
202,67.67676767676768,63.0,0.0,0.0,0.0,76.76767676767676
203,68.68686868686868,64.0,0.0,0.0,0.0,77.77777777777779
204,69.6969696969697,65.0,0.0,0.0,0.0,77.77777777777779
205,69.6969696969697,65.0,0.0,0.0,0.0,77.77777777777779
206,68.68686868686868,64.0,0.0,0.0,0.0,77.77777777777779
207,68.68686868686868,64.0,0.0,0.0,0.0,77.77777777777779
208,69.6969696969697,65.0,0.0,0.0,0.0,78.78787878787878
209,69.6969696969697,65.0,0.0,0.0,0.0,79.7979797979798
210,70.70707070707071,66.0,0.0,0.0,0.0,80.8080808080808
211,70.70707070707071,67.0,0.0,0.0,0.0,80.8080808080808
212,71.71717171717171,68.0,0.0,0.0,0.0,80.8080808080808
213,72.72727272727273,69.0,0.0,0.0,0.0,79.7979797979798
214,73.73737373737373,70.0,0.0,0.0,0.0,79.7979797979798
215,74.74747474747475,71.0,0.0,0.0,0.0,79.7979797979798
216,75.75757575757575,72.0,0.0,0.0,0.0,80.8080808080808
217,75.75757575757575,73.0,0.0,0.0,0.0,80.8080808080808
218,75.75757575757575,74.0,0.0,0.0,0.0,81.81818181818183
219,76.76767676767676,73.0,0.0,0.0,0.0,81.81818181818183
220,76.76767676767676,73.0,0.0,0.0,0.0,81.81818181818183
221,75.75757575757575,74.0,0.0,0.0,0.0,80.8080808080808
222,75.75757575757575,74.0,0.0,0.0,0.0,80.8080808080808
223,75.75757575757575,74.0,0.0,0.0,0.0,79.7979797979798
224,75.75757575757575,74.0,0.0,0.0,0.0,78.78787878787878
225,74.74747474747475,74.0,0.0,0.0,0.0,78.78787878787878
226,74.74747474747475,74.0,0.0,0.0,0.0,78.78787878787878
227,74.74747474747475,73.0,0.0,0.0,0.0,79.7979797979798
228,74.74747474747475,73.0,0.0,0.0,0.0,78.78787878787878
229,74.74747474747475,73.0,0.0,0.0,0.0,78.78787878787878
230,75.75757575757575,74.0,0.0,0.0,0.0,78.78787878787878
231,75.75757575757575,74.0,0.0,0.0,0.0,78.78787878787878
232,76.76767676767676,75.0,0.0,0.0,0.0,78.78787878787878
233,77.77777777777779,76.0,0.0,0.0,0.0,79.7979797979798
234,77.77777777777779,76.0,0.0,0.0,0.0,79.7979797979798
235,78.78787878787878,77.0,0.0,0.0,0.0,79.7979797979798
236,78.78787878787878,78.0,0.0,0.0,0.0,79.7979797979798
237,78.78787878787878,78.0,0.0,0.0,0.0,78.78787878787878
238,78.78787878787878,78.0,0.0,0.0,0.0,78.78787878787878
239,79.7979797979798,78.0,0.0,0.0,0.0,77.77777777777779
240,79.7979797979798,78.0,0.0,0.0,0.0,77.77777777777779
241,79.7979797979798,78.0,0.0,0.0,0.0,77.77777777777779
242,80.8080808080808,79.0,0.0,0.0,0.0,77.77777777777779
243,80.8080808080808,79.0,0.0,0.0,0.0,78.78787878787878
244,80.8080808080808,79.0,0.0,0.0,0.0,77.77777777777779
245,80.8080808080808,79.0,0.0,0.0,0.0,77.77777777777779
246,80.8080808080808,79.0,0.0,0.0,0.0,77.77777777777779
247,80.8080808080808,79.0,0.0,0.0,0.0,78.78787878787878
248,80.8080808080808,79.0,0.0,0.0,0.0,78.78787878787878
249,80.8080808080808,79.0,0.0,0.0,0.0,78.78787878787878
250,80.8080808080808,79.0,0.0,0.0,0.0,77.77777777777779
251,80.8080808080808,79.0,0.0,0.0,0.0,76.76767676767676
252,81.0,80.0,0.0,0.0,0.0,76.0
253,81.0,80.0,0.0,0.0,0.0,76.0
254,81.0,80.0,0.0,0.0,0.0,75.0
255,82.0,81.0,0.0,0.0,0.0,75.0
256,83.0,82.0,0.0,0.0,0.0,74.0
257,84.0,83.0,0.0,0.0,0.0,74.0
258,84.0,84.0,0.0,0.0,0.0,75.0
259,85.0,84.0,0.0,0.0,0.0,75.0
260,86.0,84.0,0.0,0.0,0.0,76.0
261,86.0,84.0,0.0,0.0,0.0,77.0
262,87.0,85.0,0.0,0.0,0.0,76.0
263,87.0,85.0,0.0,0.0,0.0,75.0
264,88.0,86.0,0.0,0.0,0.0,75.0
265,89.0,86.0,0.0,0.0,0.0,76.0
266,90.0,87.0,0.0,0.0,0.0,76.0
267,90.0,87.0,0.0,0.0,0.0,76.0
268,89.0,87.0,0.0,0.0,0.0,76.0
269,90.0,87.0,0.0,0.0,0.0,77.0
270,91.0,88.0,0.0,0.0,0.0,76.0
271,91.0,89.0,0.0,0.0,0.0,76.0
272,92.0,90.0,0.0,0.0,0.0,75.0
273,93.0,90.0,0.0,0.0,0.0,75.0
274,93.0,90.0,0.0,0.0,0.0,75.0
275,93.0,90.0,0.0,0.0,0.0,75.0
276,93.0,90.0,0.0,0.0,0.0,74.0
277,93.0,90.0,0.0,0.0,0.0,73.0
278,93.0,89.0,0.0,0.0,0.0,73.0
279,93.0,88.0,0.0,0.0,0.0,72.0
280,93.0,88.0,0.0,0.0,0.0,72.0
281,93.0,88.0,0.0,0.0,0.0,73.0
282,93.0,88.0,0.0,0.0,0.0,73.0
283,93.0,89.0,0.0,0.0,0.0,73.0
284,93.0,90.0,0.0,0.0,0.0,73.0
285,94.0,91.0,0.0,0.0,0.0,73.0
286,94.0,92.0,0.0,0.0,0.0,73.0
287,94.0,92.0,0.0,0.0,0.0,73.0
288,94.0,92.0,0.0,0.0,0.0,74.0
289,94.0,92.0,0.0,0.0,0.0,74.0
290,94.0,92.0,0.0,0.0,0.0,74.0
291,94.0,92.0,0.0,0.0,0.0,74.0
292,94.0,92.0,0.0,0.0,0.0,74.0
293,94.0,92.0,0.0,0.0,0.0,74.0
294,94.0,91.0,0.0,0.0,0.0,74.0
295,94.0,90.0,0.0,0.0,0.0,74.0
296,94.0,90.0,0.0,0.0,0.0,74.0
297,94.0,90.0,0.0,0.0,0.0,74.0
298,93.0,89.0,0.0,0.0,0.0,74.0
299,93.0,89.0,0.0,0.0,0.0,73.0
300,93.0,89.0,0.0,0.0,0.0,73.0
301,93.0,89.0,0.0,0.0,0.0,73.0
302,93.0,89.0,0.0,0.0,0.0,73.0
303,93.0,89.0,0.0,0.0,0.0,72.0
304,93.0,89.0,0.0,0.0,0.0,72.0
305,94.0,90.0,0.0,0.0,0.0,71.0
306,95.0,91.0,0.0,0.0,0.0,71.0
307,95.0,91.0,0.0,0.0,0.0,70.0
308,95.0,91.0,0.0,0.0,0.0,70.0
309,95.0,91.0,0.0,0.0,0.0,70.0
310,95.0,91.0,0.0,0.0,0.0,69.0
311,95.0,90.0,0.0,0.0,0.0,69.0
312,95.0,90.0,0.0,0.0,0.0,69.0
313,95.0,90.0,0.0,0.0,0.0,70.0
314,95.0,90.0,0.0,0.0,0.0,69.0
315,95.0,90.0,0.0,0.0,0.0,69.0
316,95.0,90.0,0.0,0.0,0.0,69.0
317,95.0,90.0,0.0,0.0,0.0,68.0
318,95.0,90.0,0.0,0.0,0.0,68.0
319,95.0,91.0,0.0,0.0,0.0,68.0
320,95.0,91.0,0.0,0.0,0.0,68.0
321,96.0,91.0,0.0,0.0,0.0,69.0
322,96.0,91.0,0.0,0.0,0.0,68.0
323,96.0,91.0,0.0,0.0,0.0,69.0
324,96.0,91.0,0.0,0.0,0.0,70.0
325,97.0,91.0,0.0,0.0,0.0,70.0
326,97.0,91.0,0.0,0.0,0.0,70.0
327,97.0,92.0,0.0,0.0,0.0,70.0
328,97.0,92.0,0.0,0.0,0.0,71.0
329,97.0,92.0,0.0,0.0,0.0,70.0
330,97.0,92.0,0.0,0.0,0.0,71.0
331,97.0,92.0,0.0,0.0,0.0,71.0
332,97.0,92.0,0.0,0.0,0.0,71.0
333,97.0,92.0,0.0,0.0,0.0,71.0
334,97.0,92.0,0.0,0.0,0.0,72.0
335,97.0,92.0,0.0,0.0,0.0,72.0
336,97.0,92.0,0.0,0.0,0.0,72.0
337,97.0,91.0,0.0,0.0,0.0,73.0
338,96.0,90.0,0.0,0.0,0.0,73.0
339,96.0,89.0,0.0,0.0,0.0,73.0
340,96.0,88.0,0.0,0.0,0.0,73.0
341,96.0,88.0,0.0,0.0,0.0,73.0
342,96.0,88.0,0.0,0.0,0.0,73.0
343,96.0,88.0,0.0,0.0,0.0,72.0
344,96.0,88.0,0.0,0.0,0.0,72.0
345,96.0,88.0,0.0,0.0,0.0,73.0
346,96.0,88.0,0.0,0.0,0.0,72.0
347,96.0,88.0,0.0,0.0,0.0,72.0
348,96.0,88.0,0.0,0.0,0.0,71.0
349,96.0,88.0,0.0,0.0,0.0,71.0
350,96.0,88.0,0.0,0.0,0.0,72.0
351,96.0,88.0,0.0,0.0,0.0,72.0
352,96.0,88.0,0.0,0.0,0.0,73.0
353,96.0,88.0,0.0,0.0,0.0,73.0
354,96.0,88.0,0.0,0.0,0.0,74.0
355,96.0,88.0,0.0,0.0,0.0,73.0
356,96.0,88.0,0.0,0.0,0.0,73.0
357,96.0,88.0,0.0,0.0,0.0,74.0
358,96.0,88.0,0.0,0.0,0.0,74.0
359,95.0,87.0,0.0,0.0,0.0,73.0
360,95.0,87.0,0.0,0.0,0.0,72.0
361,95.0,87.0,0.0,0.0,0.0,71.0
362,95.0,87.0,0.0,0.0,0.0,71.0
363,94.94949494949495,86.0,0.0,0.0,0.0,71.71717171717171
364,93.93939393939394,85.0,0.0,0.0,0.0,71.42857142857143
365,93.93939393939394,84.0,0.0,0.0,0.0,71.42857142857143
366,93.93939393939394,84.0,0.0,0.0,0.0,71.42857142857143
367,94.94949494949495,85.0,0.0,0.0,0.0,72.44897959183673
368,95.95959595959596,86.0,0.0,0.0,0.0,71.42857142857143
369,95.95959595959596,86.0,0.0,0.0,0.0,71.42857142857143
370,95.95959595959596,86.0,0.0,0.0,0.0,71.42857142857143
371,95.95959595959596,86.0,0.0,0.0,0.0,71.42857142857143
372,95.95959595959596,86.0,0.0,0.0,0.0,72.44897959183673
373,95.95959595959596,86.0,0.0,0.0,0.0,71.42857142857143
374,94.94949494949495,85.0,0.0,0.0,0.0,71.42857142857143
375,94.94949494949495,85.0,0.0,0.0,0.0,70.40816326530613
376,94.94949494949495,85.0,0.0,0.0,0.0,70.40816326530613
377,93.93939393939394,85.0,0.0,0.0,0.0,70.40816326530613
378,93.93939393939394,86.0,0.0,0.0,0.0,69.38775510204081
379,93.93939393939394,87.0,0.0,0.0,0.0,69.38775510204081
380,92.92929292929293,87.0,0.0,0.0,0.0,69.38775510204081
381,92.92929292929293,87.0,0.0,0.0,0.0,68.36734693877551
382,92.92929292929293,87.0,0.0,0.0,0.0,67.3469387755102
383,92.92929292929293,86.0,0.0,0.0,0.0,67.3469387755102
384,92.92929292929293,86.0,0.0,0.0,0.0,67.3469387755102
385,92.92929292929293,86.0,0.0,0.0,0.0,68.36734693877551
386,92.92929292929293,85.0,0.0,0.0,0.0,68.36734693877551
387,91.91919191919192,84.0,0.0,0.0,0.0,68.36734693877551
388,91.91919191919192,84.0,0.0,0.0,0.0,68.36734693877551
389,91.91919191919192,83.0,0.0,0.0,0.0,67.3469387755102
390,91.83673469387756,82.0,0.0,0.0,0.0,67.0103092783505
