pointer,OQ818321,OQ818329,OQ818342,OQ818344,NC_033820.1
1699,78,62,100,100,99
1700,78,62,100,100,99
1701,78,62,100,100,99
1702,78,62,100,100,99
1703,78,63,100,100,99
1704,78,64,100,100,99
1705,78,63,100,100,99
1706,78,64,100,100,99
1707,78,64,100,100,99
1708,78,64,100,100,99
1709,77,63,100,99,99
1710,77,63,100,99,99
1711,78,62,100,99,99
1712,78,62,100,99,99
1713,78,61,100,99,99
1714,78,62,100,99,99
1715,78,62,100,99,99
1716,77,61,100,99,99
1717,77,61,100,99,99
1718,76,60,100,99,99
1719,75,59,100,99,99
1720,76,60,100,99,99
1721,76,59,100,99,99
1722,77,59,100,99,99
1723,76,58,100,99,99
1724,76,57,100,99,99
1725,75,56,100,99,99
1726,75,56,100,99,99
1727,75,55,100,99,99
1728,74,55,100,99,99
1729,74,54,100,99,99
1730,74,55,100,99,99
1731,73,54,100,99,99
1732,74,55,100,99,99
1733,73,54,100,99,99
1734,73,54,100,99,99
1735,73,53,100,99,99
1736,72,53,100,99,99
1737,72,52,100,99,99
1738,72,52,100,99,99
1739,73,52,100,99,99
1740,73,52,100,99,99
1741,73,52,100,99,99
1742,73,53,100,99,99
1743,73,53,100,99,99
1744,72,52,100,99,99
1745,72.72727273,52,100,98.98989899,98.98989899
1746,72.44897959,51,100,98.97959184,98.97959184
1747,71.42857143,51,100,98.97959184,98.97959184
1748,71.42857143,51,100,98.97959184,98.97959184
1749,70.40816327,51,100,98.97959184,98.97959184
1750,70.40816327,50,98.97959184,98.97959184,98.97959184
1751,70.40816327,50,98.97959184,98.97959184,98.97959184
1752,71.42857143,50,98.97959184,98.97959184,98.97959184
1753,70.40816327,49,98.97959184,98.97959184,98.97959184
1754,69.3877551,48,98.97959184,98.97959184,98.97959184
1755,69.3877551,49,98.97959184,98.97959184,98.97959184
1756,68.36734694,48,98.97959184,98.97959184,98.97959184
1757,68.36734694,48,98.97959184,98.97959184,98.97959184
1758,67.34693878,49,98.97959184,98.97959184,98.97959184
1759,67.34693878,49,98.97959184,98.97959184,98.97959184
1760,68.36734694,49,98.97959184,98.97959184,98.97959184
1761,68.36734694,49,98.97959184,98.97959184,98.97959184
1762,68.36734694,49,98.97959184,98.97959184,98.97959184
1763,69.3877551,49,98.97959184,98.97959184,98.97959184
1764,68.36734694,49,98.97959184,98.97959184,98.97959184
1765,68.36734694,49,98.97959184,98.97959184,98.97959184
1766,67.34693878,50,98.97959184,98.97959184,98.97959184
1767,67.34693878,51,98.97959184,98.97959184,98.97959184
1768,67.34693878,52,98.97959184,98.97959184,98.97959184
1769,68.36734694,53,98.97959184,98.97959184,98.97959184
1770,68.36734694,54,98.97959184,98.97959184,98.97959184
1771,68.36734694,55,98.97959184,98.97959184,98.97959184
1772,68.36734694,55,98.97959184,98.97959184,98.97959184
1773,69.3877551,55,98.97959184,98.97959184,98.97959184
1774,70.40816327,56,98.97959184,98.97959184,98.97959184
1775,70.40816327,57,98.97959184,98.97959184,98.97959184
1776,70.40816327,57,98.97959184,98.97959184,98.97959184
1777,69.3877551,57,98.97959184,98.97959184,98.97959184
1778,69.3877551,58,98.97959184,98.97959184,98.97959184
1779,70.40816327,59,98.97959184,98.97959184,98.97959184
1780,69.3877551,59,98.97959184,98.97959184,98.97959184
1781,70.40816327,60,98.97959184,98.97959184,98.97959184
1782,70.40816327,60,98.97959184,98.97959184,98.97959184
1783,71.42857143,61,98.97959184,98.97959184,98.97959184
1784,72.44897959,62,98.97959184,98.97959184,98.97959184
1785,73.46938776,63,98.97959184,98.97959184,98.97959184
1786,73.46938776,62,98.97959184,98.97959184,100
1787,73.46938776,63,98.97959184,98.97959184,100
1788,73.46938776,63,98.97959184,98.97959184,100
1789,73.46938776,64,98.97959184,98.97959184,100
1790,73.46938776,65,98.97959184,98.97959184,100
1791,73.46938776,65,98.97959184,98.97959184,100
1792,72.44897959,64,98.97959184,98.97959184,100
1793,72.44897959,63,98.97959184,98.97959184,100
1794,71.42857143,62,98.97959184,98.97959184,100
1795,71.42857143,62,98.97959184,98.97959184,100
1796,71.42857143,62,98.97959184,98.97959184,100
1797,70.40816327,62,98.97959184,98.97959184,100
1798,70.40816327,61,98.97959184,98.97959184,100
1799,70.40816327,61,98.97959184,98.97959184,100
1800,70.40816327,60,98.97959184,98.97959184,100
1801,69.3877551,59,98.97959184,98.97959184,100
1802,69.3877551,59,98.97959184,98.97959184,100
1803,68.36734694,59,98.97959184,98.97959184,100
1804,68.36734694,59,98.97959184,98.97959184,100
1805,68.36734694,59,98.97959184,98.97959184,100
1806,68.36734694,59,98.97959184,98.97959184,100
1807,68.36734694,59,98.97959184,98.97959184,100
1808,67.34693878,58,98.97959184,98.97959184,100
1809,67.34693878,58,98.97959184,100,100
1810,67.34693878,58,97.95918367,100,100
1811,67.34693878,59,97.95918367,100,100
1812,67.34693878,58,97.95918367,100,100
1813,67.34693878,59,97.95918367,100,100
1814,67.34693878,59,97.95918367,100,100
1815,66.32653061,58,97.95918367,100,100
1816,67.34693878,59,97.95918367,100,100
1817,67.34693878,59,97.95918367,100,100
1818,67.34693878,59,97.95918367,100,100
1819,67.34693878,59,97.95918367,100,100
1820,67.34693878,59,97.95918367,100,100
1821,67.34693878,59,97.95918367,100,100
1822,66.32653061,60,97.95918367,100,100
1823,67.34693878,61,97.95918367,100,100
1824,67.34693878,61,97.95918367,100,100
1825,68.36734694,62,97.95918367,100,100
1826,68.36734694,61,97.95918367,100,100
1827,68.36734694,61,97.95918367,100,100
1828,68.36734694,61,97.95918367,100,100
1829,68.36734694,61,97.95918367,100,100
1830,68.36734694,60,97.95918367,100,100
1831,69.3877551,60,97.95918367,100,100
1832,68.36734694,60,97.95918367,100,100
1833,68.36734694,60,97.95918367,100,100
1834,68.36734694,61,97.95918367,100,100
1835,68.36734694,61,97.95918367,100,100
1836,69.3877551,61,97.95918367,100,100
1837,69.3877551,62,97.95918367,100,100
1838,69.3877551,62,97.95918367,100,100
1839,69.3877551,62,97.95918367,100,100
1840,69.3877551,62,97.95918367,100,100
1841,69.3877551,61,97.95918367,100,100
1842,69.3877551,61,97.95918367,100,100
1843,69.3877551,60,97.95918367,100,100
1844,70.40816327,61,97.95918367,100,100
1845,70.70707071,61,97.97979798,100,100
1846,71,62,98,100,100
1847,72,62,98,100,100
1848,72,62,98,100,100
1849,73,63,98,100,100
1850,74,63,99,100,100
1851,74,63,99,100,100
1852,73,62,98,100,100
1853,74,63,98,100,100
1854,75,64,98,100,100
1855,75,64,98,100,100
1856,75,64,98,100,100
1857,76,65,98,100,100
1858,77,65,98,100,100
1859,76,65,98,100,100
