pointer,OQ818321,OQ818329,OQ818342,OQ818343,OQ818344,NC_033820.1
49,28.749999999999996,10.309278350515463,0.0,0.0,0.0,82.14285714285714
50,28.39506172839506,10.309278350515463,0.0,0.0,0.0,82.45614035087719
51,28.04878048780488,10.309278350515463,0.0,0.0,0.0,82.75862068965517
52,27.710843373493976,10.309278350515463,0.0,0.0,0.0,83.05084745762711
53,28.57142857142857,10.309278350515463,0.0,0.0,0.0,83.33333333333334
54,28.235294117647058,10.309278350515463,0.0,0.0,0.0,83.60655737704919
55,28.235294117647058,10.309278350515463,0.0,0.0,0.0,83.87096774193549
56,28.235294117647058,10.309278350515463,0.0,0.0,0.0,84.12698412698413
57,29.411764705882355,10.309278350515463,0.0,0.0,0.0,84.375
58,29.411764705882355,10.309278350515463,0.0,0.0,0.0,84.61538461538461
59,29.411764705882355,10.309278350515463,0.0,0.0,0.0,84.84848484848484
60,29.069767441860467,10.309278350515463,0.0,0.0,0.0,85.07462686567165
61,29.88505747126437,10.309278350515463,0.0,0.0,0.0,85.29411764705883
62,29.545454545454547,10.309278350515463,0.0,0.0,0.0,85.5072463768116
63,29.213483146067414,10.309278350515463,0.0,0.0,0.0,85.71428571428571
64,29.213483146067414,10.309278350515463,0.0,0.0,0.0,85.91549295774648
65,28.888888888888886,11.34020618556701,0.0,0.0,0.0,86.11111111111111
66,29.67032967032967,11.34020618556701,0.0,0.0,0.0,86.3013698630137
67,29.67032967032967,11.34020618556701,0.0,0.0,0.0,86.48648648648648
68,29.347826086956523,11.34020618556701,0.0,0.0,0.0,86.66666666666667
69,29.347826086956523,11.34020618556701,0.0,0.0,0.0,86.8421052631579
70,29.347826086956523,11.34020618556701,0.0,0.0,0.0,87.01298701298701
71,29.347826086956523,11.34020618556701,0.0,0.0,0.0,87.17948717948718
72,29.347826086956523,11.34020618556701,0.0,0.0,0.0,87.34177215189874
73,29.347826086956523,11.34020618556701,0.0,0.0,0.0,87.5
74,29.347826086956523,11.34020618556701,0.0,0.0,0.0,87.65432098765432
75,29.347826086956523,11.34020618556701,0.0,0.0,0.0,87.8048780487805
76,29.347826086956523,11.34020618556701,0.0,0.0,0.0,87.95180722891565
77,29.347826086956523,11.34020618556701,0.0,0.0,0.0,88.09523809523809
78,30.434782608695656,12.371134020618557,0.0,0.0,0.0,88.23529411764706
79,31.521739130434785,12.371134020618557,0.0,0.0,0.0,88.37209302325581
80,31.521739130434785,12.371134020618557,0.0,0.0,0.0,88.37209302325581
81,31.521739130434785,12.244897959183673,0.0,0.0,0.0,88.37209302325581
82,31.521739130434785,12.121212121212121,0.0,0.0,0.0,88.37209302325581
83,31.521739130434785,12.0,0.0,0.0,0.0,88.37209302325581
84,30.434782608695656,12.0,0.0,0.0,0.0,89.41176470588236
85,30.434782608695656,12.0,0.0,0.0,0.0,90.47619047619048
86,29.347826086956523,12.0,0.0,0.0,0.0,91.56626506024097
87,29.347826086956523,12.0,0.0,0.0,0.0,92.6829268292683
88,29.347826086956523,12.0,0.0,0.0,0.0,93.82716049382715
89,29.347826086956523,11.0,0.0,0.0,0.0,93.75
90,29.347826086956523,11.11111111111111,0.0,0.0,0.0,94.9367088607595
91,29.347826086956523,11.11111111111111,0.0,0.0,0.0,96.20253164556962
92,30.434782608695656,11.11111111111111,0.0,0.0,0.0,96.20253164556962
93,31.521739130434785,11.11111111111111,0.0,0.0,0.0,96.20253164556962
94,31.521739130434785,11.11111111111111,0.0,0.0,0.0,97.46835443037975
95,30.434782608695656,11.11111111111111,0.0,0.0,0.0,97.46835443037975
96,30.434782608695656,11.11111111111111,0.0,0.0,0.0,97.46835443037975
97,30.434782608695656,11.11111111111111,0.0,0.0,0.0,97.46835443037975
98,29.347826086956523,11.11111111111111,0.0,0.0,0.0,97.46835443037975
99,28.26086956521739,11.11111111111111,0.0,0.0,0.0,97.46835443037975
100,27.173913043478258,11.11111111111111,0.0,0.0,0.0,97.46835443037975
101,26.08695652173913,10.1010101010101,0.0,0.0,0.0,97.46835443037975
102,26.08695652173913,10.1010101010101,0.0,0.0,0.0,97.46835443037975
103,25.0,9.090909090909092,0.0,0.0,0.0,97.46835443037975
104,23.91304347826087,9.090909090909092,0.0,0.0,0.0,97.46835443037975
105,22.82608695652174,9.090909090909092,0.0,0.0,0.0,97.46835443037975
106,21.73913043478261,9.090909090909092,0.0,0.0,0.0,97.46835443037975
107,20.652173913043477,8.080808080808081,0.0,0.0,0.0,97.46835443037975
108,19.565217391304348,8.080808080808081,0.0,0.0,0.0,97.46835443037975
109,18.478260869565215,7.07070707070707,0.0,0.0,0.0,97.46835443037975
110,18.478260869565215,7.07070707070707,0.0,0.0,0.0,97.46835443037975
111,18.478260869565215,7.07070707070707,0.0,0.0,0.0,98.73417721518987
112,18.478260869565215,7.07070707070707,0.0,0.0,0.0,98.73417721518987
113,18.478260869565215,7.07070707070707,0.0,0.0,0.0,98.73417721518987
114,17.391304347826086,6.0606060606060606,0.0,0.0,0.0,100.0
115,17.391304347826086,6.0606060606060606,0.0,0.0,0.0,100.0
116,17.391304347826086,6.0606060606060606,0.0,0.0,0.0,100.0
