pointer,KT452712.1,KT452713.1,KT452729.1,KT452731.1,KT452732.1,KT452743.1,KT452744.1,NC_028366.1,NC_038313.1,NC_038316.1
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.120481927710845,12.941176470588237,33.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.761904761904763,12.941176470588237,33.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.952380952380953,12.941176470588237,34.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.952380952380953,12.941176470588237,33.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.142857142857146,12.941176470588237,33.0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,12.941176470588237,32.0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,11.76470588235294,31.0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,11.904761904761903,31.0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,12.048192771084338,31.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.523809523809526,12.048192771084338,30.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.523809523809526,13.253012048192772,31.0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.523809523809526,13.253012048192772,31.0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.714285714285715,13.253012048192772,31.0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.714285714285715,13.253012048192772,31.313131313131315
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.144578313253014,12.048192771084338,30.612244897959183
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.144578313253014,11.904761904761903,30.927835051546392
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.144578313253014,11.76470588235294,31.25
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.144578313253014,11.627906976744185,31.57894736842105
67,0.0,0.0,1.2195121951219512,0.0,0.0,0.0,0.0,36.904761904761905,11.494252873563218,32.631578947368425
68,0.0,0.0,2.4390243902439024,0.0,0.0,0.0,0.0,38.095238095238095,11.494252873563218,32.631578947368425
69,0.0,0.0,3.6585365853658534,0.0,0.0,0.0,0.0,38.095238095238095,12.643678160919542,32.631578947368425
70,0.0,0.0,3.6585365853658534,0.0,0.0,0.0,0.0,39.285714285714285,12.643678160919542,33.68421052631579
71,0.0,0.0,4.878048780487805,0.0,0.0,0.0,0.0,39.285714285714285,12.643678160919542,33.68421052631579
72,0.0,0.0,6.097560975609756,0.0,0.0,0.0,0.0,39.285714285714285,12.643678160919542,32.631578947368425
73,0.0,0.0,6.024096385542169,0.0,0.0,0.0,0.0,38.82352941176471,12.5,32.631578947368425
