Position,Coverage,rPM
1,2,0.022482267
2,2,0.022482267
3,2,0.022482267
4,2,0.022482267
5,2,0.022482267
6,2,0.022482267
7,2,0.022482267
8,2,0.022482267
9,2,0.022482267
10,2,0.022482267
11,2,0.022482267
12,2,0.022482267
13,2,0.022482267
14,2,0.022482267
15,2,0.022482267
16,2,0.022482267
17,2,0.022482267
18,2,0.022482267
19,2,0.022482267
20,2,0.022482267
21,2,0.022482267
22,2,0.022482267
23,2,0.022482267
24,2,0.022482267
25,2,0.022482267
26,2,0.022482267
27,2,0.022482267
28,2,0.022482267
29,2,0.022482267
30,2,0.022482267
31,2,0.022482267
32,2,0.022482267
33,2,0.022482267
34,2,0.022482267
35,2,0.022482267
36,2,0.022482267
37,2,0.022482267
38,2,0.022482267
39,2,0.022482267
40,2,0.022482267
41,2,0.022482267
42,2,0.022482267
43,2,0.022482267
44,2,0.022482267
45,2,0.022482267
46,2,0.022482267
47,2,0.022482267
48,2,0.022482267
49,2,0.022482267
50,2,0.022482267
51,2,0.022482267
52,2,0.022482267
53,2,0.022482267
54,2,0.022482267
55,2,0.022482267
56,2,0.022482267
57,2,0.022482267
58,2,0.022482267
59,2,0.022482267
60,2,0.022482267
61,2,0.022482267
62,2,0.022482267
63,2,0.022482267
64,2,0.022482267
65,2,0.022482267
66,2,0.022482267
67,2,0.022482267
68,2,0.022482267
69,2,0.022482267
70,2,0.022482267
71,2,0.022482267
72,2,0.022482267
73,2,0.022482267
74,2,0.022482267
75,2,0.022482267
76,2,0.022482267
77,2,0.022482267
78,2,0.022482267
79,2,0.022482267
80,2,0.022482267
81,2,0.022482267
82,2,0.022482267
83,2,0.022482267
84,2,0.022482267
85,2,0.022482267
86,2,0.022482267
87,3,0.033723401
88,4,0.044964534
89,4,0.044964534
90,4,0.044964534
91,4,0.044964534
92,4,0.044964534
93,4,0.044964534
94,4,0.044964534
95,5,0.056205668
96,5,0.056205668
97,5,0.056205668
98,5,0.056205668
99,5,0.056205668
100,5,0.056205668
101,5,0.056205668
102,5,0.056205668
103,5,0.056205668
104,5,0.056205668
105,5,0.056205668
106,5,0.056205668
107,5,0.056205668
108,5,0.056205668
109,5,0.056205668
110,5,0.056205668
111,5,0.056205668
112,5,0.056205668
113,5,0.056205668
114,5,0.056205668
115,5,0.056205668
116,5,0.056205668
117,5,0.056205668
118,5,0.056205668
119,5,0.056205668
120,5,0.056205668
121,5,0.056205668
122,5,0.056205668
123,5,0.056205668
124,5,0.056205668
125,5,0.056205668
126,5,0.056205668
127,5,0.056205668
128,5,0.056205668
129,5,0.056205668
130,5,0.056205668
131,5,0.056205668
132,5,0.056205668
133,5,0.056205668
134,5,0.056205668
135,5,0.056205668
136,5,0.056205668
137,5,0.056205668
138,5,0.056205668
139,5,0.056205668
140,5,0.056205668
141,5,0.056205668
142,5,0.056205668
143,5,0.056205668
144,5,0.056205668
145,6,0.067446801
146,6,0.067446801
147,4,0.044964534
148,4,0.044964534
149,4,0.044964534
150,4,0.044964534
151,4,0.044964534
152,4,0.044964534
153,4,0.044964534
154,4,0.044964534
155,4,0.044964534
156,4,0.044964534
157,4,0.044964534
158,4,0.044964534
159,4,0.044964534
160,4,0.044964534
161,5,0.056205668
162,5,0.056205668
163,5,0.056205668
164,6,0.067446801
165,6,0.067446801
166,6,0.067446801
167,6,0.067446801
168,6,0.067446801
169,6,0.067446801
170,6,0.067446801
171,6,0.067446801
172,6,0.067446801
173,6,0.067446801
174,6,0.067446801
175,6,0.067446801
176,6,0.067446801
177,6,0.067446801
178,6,0.067446801
179,6,0.067446801
180,6,0.067446801
181,6,0.067446801
182,6,0.067446801
183,6,0.067446801
184,6,0.067446801
185,6,0.067446801
186,6,0.067446801
187,6,0.067446801
188,6,0.067446801
189,6,0.067446801
190,6,0.067446801
191,6,0.067446801
192,6,0.067446801
193,6,0.067446801
194,6,0.067446801
195,6,0.067446801
196,6,0.067446801
197,6,0.067446801
198,6,0.067446801
199,6,0.067446801
200,6,0.067446801
201,6,0.067446801
202,6,0.067446801
203,6,0.067446801
204,6,0.067446801
205,6,0.067446801
206,6,0.067446801
207,6,0.067446801
208,6,0.067446801
209,6,0.067446801
210,6,0.067446801
211,6,0.067446801
212,6,0.067446801
213,7,0.078687935
214,7,0.078687935
215,7,0.078687935
216,7,0.078687935
217,7,0.078687935
218,7,0.078687935
219,7,0.078687935
220,7,0.078687935
221,7,0.078687935
222,7,0.078687935
223,7,0.078687935
224,7,0.078687935
225,7,0.078687935
226,7,0.078687935
227,7,0.078687935
228,7,0.078687935
229,7,0.078687935
230,7,0.078687935
231,7,0.078687935
232,7,0.078687935
233,6,0.067446801
234,5,0.056205668
235,5,0.056205668
236,5,0.056205668
237,5,0.056205668
238,5,0.056205668
239,5,0.056205668
240,5,0.056205668
241,4,0.044964534
242,4,0.044964534
243,4,0.044964534
244,4,0.044964534
245,4,0.044964534
246,4,0.044964534
247,4,0.044964534
248,4,0.044964534
249,4,0.044964534
250,4,0.044964534
251,4,0.044964534
252,4,0.044964534
253,4,0.044964534
254,4,0.044964534
255,4,0.044964534
256,4,0.044964534
257,4,0.044964534
258,4,0.044964534
259,4,0.044964534
260,4,0.044964534
261,4,0.044964534
262,4,0.044964534
263,4,0.044964534
264,4,0.044964534
265,4,0.044964534
266,4,0.044964534
267,4,0.044964534
268,4,0.044964534
269,4,0.044964534
