Position,Coverage,rPM
1,1,0.008526894
2,1,0.008526894
3,3,0.025580681
4,4,0.034107575
5,4,0.034107575
6,4,0.034107575
7,4,0.034107575
8,4,0.034107575
9,4,0.034107575
10,4,0.034107575
11,4,0.034107575
12,4,0.034107575
13,4,0.034107575
14,4,0.034107575
15,4,0.034107575
16,4,0.034107575
17,4,0.034107575
18,4,0.034107575
19,4,0.034107575
20,4,0.034107575
21,4,0.034107575
22,4,0.034107575
23,4,0.034107575
24,4,0.034107575
25,4,0.034107575
26,4,0.034107575
27,4,0.034107575
28,4,0.034107575
29,4,0.034107575
30,4,0.034107575
31,4,0.034107575
32,4,0.034107575
33,4,0.034107575
34,4,0.034107575
35,4,0.034107575
36,4,0.034107575
37,4,0.034107575
38,4,0.034107575
39,4,0.034107575
40,4,0.034107575
41,4,0.034107575
42,4,0.034107575
43,4,0.034107575
44,4,0.034107575
45,4,0.034107575
46,4,0.034107575
47,4,0.034107575
48,4,0.034107575
49,4,0.034107575
50,4,0.034107575
51,4,0.034107575
52,4,0.034107575
53,4,0.034107575
54,4,0.034107575
55,4,0.034107575
56,4,0.034107575
57,4,0.034107575
58,4,0.034107575
59,4,0.034107575
60,4,0.034107575
61,4,0.034107575
62,4,0.034107575
63,4,0.034107575
64,4,0.034107575
65,5,0.042634469
66,5,0.042634469
67,5,0.042634469
68,5,0.042634469
69,5,0.042634469
70,5,0.042634469
71,5,0.042634469
72,5,0.042634469
73,5,0.042634469
74,5,0.042634469
75,5,0.042634469
76,5,0.042634469
77,5,0.042634469
78,5,0.042634469
79,5,0.042634469
80,5,0.042634469
81,5,0.042634469
82,5,0.042634469
83,5,0.042634469
84,5,0.042634469
85,5,0.042634469
86,5,0.042634469
87,5,0.042634469
88,5,0.042634469
89,5,0.042634469
90,5,0.042634469
91,5,0.042634469
92,5,0.042634469
93,5,0.042634469
94,5,0.042634469
95,5,0.042634469
96,5,0.042634469
97,5,0.042634469
98,5,0.042634469
99,5,0.042634469
100,5,0.042634469
101,5,0.042634469
102,5,0.042634469
103,6,0.051161363
104,7,0.059688257
105,7,0.059688257
106,7,0.059688257
107,7,0.059688257
108,10,0.085268938
109,10,0.085268938
110,10,0.085268938
111,10,0.085268938
112,10,0.085268938
113,10,0.085268938
114,10,0.085268938
115,10,0.085268938
116,10,0.085268938
117,10,0.085268938
118,10,0.085268938
119,10,0.085268938
120,10,0.085268938
121,10,0.085268938
122,10,0.085268938
123,10,0.085268938
124,10,0.085268938
125,10,0.085268938
126,10,0.085268938
127,10,0.085268938
128,10,0.085268938
129,10,0.085268938
130,12,0.102322726
131,12,0.102322726
132,12,0.102322726
133,12,0.102322726
134,12,0.102322726
135,12,0.102322726
136,12,0.102322726
137,12,0.102322726
138,12,0.102322726
139,12,0.102322726
140,12,0.102322726
141,12,0.102322726
142,12,0.102322726
143,12,0.102322726
144,12,0.102322726
145,12,0.102322726
146,12,0.102322726
147,11,0.093795832
148,11,0.093795832
149,9,0.076742044
150,8,0.068215151
151,8,0.068215151
152,8,0.068215151
153,8,0.068215151
154,8,0.068215151
155,8,0.068215151
156,8,0.068215151
157,8,0.068215151
158,8,0.068215151
159,8,0.068215151
160,8,0.068215151
161,8,0.068215151
162,8,0.068215151
163,8,0.068215151
164,8,0.068215151
165,8,0.068215151
166,8,0.068215151
167,9,0.076742044
168,9,0.076742044
169,9,0.076742044
170,9,0.076742044
171,9,0.076742044
