Position,Coverage,rPM
1,1,0.045203869
2,1,0.045203869
3,1,0.045203869
4,1,0.045203869
5,1,0.045203869
6,1,0.045203869
7,1,0.045203869
8,1,0.045203869
9,1,0.045203869
10,1,0.045203869
11,1,0.045203869
12,1,0.045203869
13,1,0.045203869
14,1,0.045203869
15,1,0.045203869
16,1,0.045203869
17,1,0.045203869
18,1,0.045203869
19,1,0.045203869
20,1,0.045203869
21,1,0.045203869
22,1,0.045203869
23,1,0.045203869
24,1,0.045203869
25,1,0.045203869
26,1,0.045203869
27,1,0.045203869
28,1,0.045203869
29,1,0.045203869
30,1,0.045203869
31,1,0.045203869
32,1,0.045203869
33,1,0.045203869
34,2,0.090407739
35,2,0.090407739
36,2,0.090407739
37,2,0.090407739
38,2,0.090407739
39,2,0.090407739
40,2,0.090407739
41,2,0.090407739
42,2,0.090407739
43,2,0.090407739
44,2,0.090407739
45,2,0.090407739
46,2,0.090407739
47,2,0.090407739
48,2,0.090407739
49,2,0.090407739
50,2,0.090407739
51,2,0.090407739
52,2,0.090407739
53,2,0.090407739
54,2,0.090407739
55,2,0.090407739
56,2,0.090407739
57,2,0.090407739
58,2,0.090407739
59,2,0.090407739
60,2,0.090407739
61,2,0.090407739
62,2,0.090407739
63,2,0.090407739
64,2,0.090407739
65,2,0.090407739
66,2,0.090407739
67,2,0.090407739
68,2,0.090407739
69,2,0.090407739
70,2,0.090407739
71,2,0.090407739
72,2,0.090407739
73,2,0.090407739
74,2,0.090407739
75,2,0.090407739
76,2,0.090407739
77,2,0.090407739
78,2,0.090407739
79,2,0.090407739
80,2,0.090407739
81,2,0.090407739
82,2,0.090407739
83,2,0.090407739
84,3,0.135611608
85,3,0.135611608
86,3,0.135611608
87,3,0.135611608
88,3,0.135611608
89,3,0.135611608
90,3,0.135611608
91,3,0.135611608
92,3,0.135611608
93,3,0.135611608
94,3,0.135611608
95,3,0.135611608
96,3,0.135611608
97,3,0.135611608
98,3,0.135611608
99,3,0.135611608
100,3,0.135611608
101,3,0.135611608
102,3,0.135611608
103,3,0.135611608
104,3,0.135611608
105,3,0.135611608
106,3,0.135611608
107,3,0.135611608
108,3,0.135611608
109,3,0.135611608
110,3,0.135611608
111,3,0.135611608
112,3,0.135611608
113,3,0.135611608
114,3,0.135611608
115,3,0.135611608
116,3,0.135611608
117,3,0.135611608
118,3,0.135611608
119,3,0.135611608
120,3,0.135611608
121,3,0.135611608
122,3,0.135611608
123,3,0.135611608
124,3,0.135611608
125,3,0.135611608
126,3,0.135611608
127,3,0.135611608
128,3,0.135611608
129,3,0.135611608
130,3,0.135611608
131,3,0.135611608
132,3,0.135611608
133,3,0.135611608
134,3,0.135611608
135,3,0.135611608
136,3,0.135611608
137,3,0.135611608
138,3,0.135611608
139,3,0.135611608
140,3,0.135611608
141,3,0.135611608
142,3,0.135611608
143,3,0.135611608
144,4,0.180815478
145,4,0.180815478
146,4,0.180815478
147,3,0.135611608
148,3,0.135611608
149,3,0.135611608
150,3,0.135611608
151,3,0.135611608
152,3,0.135611608
153,3,0.135611608
154,3,0.135611608
155,3,0.135611608
156,3,0.135611608
157,3,0.135611608
158,3,0.135611608
159,4,0.180815478
160,4,0.180815478
161,4,0.180815478
162,4,0.180815478
163,4,0.180815478
164,4,0.180815478
165,4,0.180815478
166,5,0.226019347
167,5,0.226019347
168,5,0.226019347
169,5,0.226019347
170,5,0.226019347
171,5,0.226019347
172,5,0.226019347
173,5,0.226019347
174,5,0.226019347
175,5,0.226019347
176,5,0.226019347
177,5,0.226019347
178,5,0.226019347
179,5,0.226019347
180,4,0.180815478
181,4,0.180815478
182,4,0.180815478
183,4,0.180815478
184,4,0.180815478
185,4,0.180815478
186,4,0.180815478
187,4,0.180815478
188,4,0.180815478
189,4,0.180815478
190,4,0.180815478
191,4,0.180815478
192,4,0.180815478
193,4,0.180815478
194,4,0.180815478
195,4,0.180815478
196,4,0.180815478
197,4,0.180815478
198,4,0.180815478
199,4,0.180815478
200,4,0.180815478
201,4,0.180815478
202,4,0.180815478
203,4,0.180815478
204,4,0.180815478
205,4,0.180815478
206,4,0.180815478
207,4,0.180815478
208,4,0.180815478
209,4,0.180815478
210,4,0.180815478
211,4,0.180815478
212,4,0.180815478
213,4,0.180815478
214,4,0.180815478
215,4,0.180815478
216,4,0.180815478
217,4,0.180815478
218,4,0.180815478
219,4,0.180815478
220,4,0.180815478
221,4,0.180815478
222,4,0.180815478
223,4,0.180815478
224,4,0.180815478
225,4,0.180815478
226,4,0.180815478
227,4,0.180815478
228,4,0.180815478
229,4,0.180815478
230,3,0.135611608
231,3,0.135611608
232,3,0.135611608
233,3,0.135611608
234,3,0.135611608
235,3,0.135611608
236,3,0.135611608
237,3,0.135611608
238,3,0.135611608
239,3,0.135611608
240,3,0.135611608
241,3,0.135611608
242,3,0.135611608
243,3,0.135611608
244,3,0.135611608
245,3,0.135611608
246,3,0.135611608
247,3,0.135611608
248,3,0.135611608
249,3,0.135611608
250,3,0.135611608
251,3,0.135611608
252,3,0.135611608
253,3,0.135611608
254,3,0.135611608
255,3,0.135611608
256,4,0.180815478
257,4,0.180815478
258,4,0.180815478
259,4,0.180815478
260,4,0.180815478
261,4,0.180815478
262,4,0.180815478
263,4,0.180815478
264,5,0.226019347
265,5,0.226019347
266,5,0.226019347
267,5,0.226019347
268,5,0.226019347
269,5,0.226019347
270,5,0.226019347
271,5,0.226019347
272,5,0.226019347
273,5,0.226019347
274,5,0.226019347
275,5,0.226019347
276,5,0.226019347
277,5,0.226019347
278,5,0.226019347
279,5,0.226019347
280,5,0.226019347
281,5,0.226019347
282,5,0.226019347
283,5,0.226019347
284,5,0.226019347
285,5,0.226019347
286,5,0.226019347
287,5,0.226019347
288,5,0.226019347
289,5,0.226019347
290,4,0.180815478
291,4,0.180815478
292,4,0.180815478
293,4,0.180815478
294,4,0.180815478
295,4,0.180815478
296,4,0.180815478
297,4,0.180815478
298,4,0.180815478
299,4,0.180815478
300,4,0.180815478
301,4,0.180815478
302,4,0.180815478
303,4,0.180815478
304,4,0.180815478
305,3,0.135611608
306,5,0.226019347
307,5,0.226019347
308,5,0.226019347
309,5,0.226019347
310,5,0.226019347
311,5,0.226019347
312,4,0.180815478
313,4,0.180815478
314,4,0.180815478
315,4,0.180815478
316,4,0.180815478
317,4,0.180815478
318,4,0.180815478
319,4,0.180815478
320,4,0.180815478
321,4,0.180815478
322,4,0.180815478
323,4,0.180815478
324,4,0.180815478
325,4,0.180815478
326,4,0.180815478
327,4,0.180815478
328,4,0.180815478
329,4,0.180815478
330,4,0.180815478
331,4,0.180815478
332,4,0.180815478
333,4,0.180815478
334,4,0.180815478
335,4,0.180815478
336,4,0.180815478
337,4,0.180815478
338,4,0.180815478
339,4,0.180815478
340,4,0.180815478
341,4,0.180815478
342,4,0.180815478
343,4,0.180815478
344,4,0.180815478
345,4,0.180815478
346,4,0.180815478
347,4,0.180815478
348,4,0.180815478
349,4,0.180815478
350,4,0.180815478
351,4,0.180815478
352,4,0.180815478
353,4,0.180815478
354,4,0.180815478
355,4,0.180815478
356,4,0.180815478
357,4,0.180815478
358,4,0.180815478
359,4,0.180815478
360,4,0.180815478
361,4,0.180815478
362,4,0.180815478
363,4,0.180815478
364,4,0.180815478
365,4,0.180815478
366,4,0.180815478
367,4,0.180815478
368,4,0.180815478
369,4,0.180815478
370,4,0.180815478
371,4,0.180815478
372,4,0.180815478
373,4,0.180815478
374,4,0.180815478
375,5,0.226019347
376,5,0.226019347
377,5,0.226019347
378,5,0.226019347
379,5,0.226019347
380,5,0.226019347
381,5,0.226019347
382,5,0.226019347
383,5,0.226019347
384,5,0.226019347
385,5,0.226019347
386,5,0.226019347
387,5,0.226019347
388,5,0.226019347
389,5,0.226019347
390,5,0.226019347
391,5,0.226019347
392,5,0.226019347
393,5,0.226019347
394,5,0.226019347
395,5,0.226019347
396,5,0.226019347
397,5,0.226019347
398,5,0.226019347
399,5,0.226019347
400,5,0.226019347
401,5,0.226019347
402,4,0.180815478
403,4,0.180815478
404,4,0.180815478
405,6,0.271223217
406,6,0.271223217
407,6,0.271223217
408,6,0.271223217
409,6,0.271223217
410,5,0.226019347
411,5,0.226019347
412,5,0.226019347
413,5,0.226019347
414,5,0.226019347
415,5,0.226019347
416,5,0.226019347
417,5,0.226019347
418,5,0.226019347
419,5,0.226019347
420,5,0.226019347
421,5,0.226019347
422,5,0.226019347
423,5,0.226019347
424,5,0.226019347
425,5,0.226019347
426,5,0.226019347
427,5,0.226019347
428,5,0.226019347
429,5,0.226019347
430,5,0.226019347
431,5,0.226019347
432,5,0.226019347
433,5,0.226019347
434,5,0.226019347
435,5,0.226019347
436,5,0.226019347
437,5,0.226019347
438,5,0.226019347
439,5,0.226019347
440,5,0.226019347
441,5,0.226019347
442,5,0.226019347
443,5,0.226019347
444,5,0.226019347
445,5,0.226019347
446,5,0.226019347
447,5,0.226019347
448,5,0.226019347
449,5,0.226019347
450,5,0.226019347
451,5,0.226019347
452,3,0.135611608
453,3,0.135611608
454,3,0.135611608
455,3,0.135611608
456,3,0.135611608
457,3,0.135611608
458,3,0.135611608
459,3,0.135611608
460,3,0.135611608
461,3,0.135611608
462,3,0.135611608
463,3,0.135611608
464,3,0.135611608
465,3,0.135611608
466,3,0.135611608
467,3,0.135611608
468,3,0.135611608
469,3,0.135611608
470,3,0.135611608
471,3,0.135611608
472,3,0.135611608
473,3,0.135611608
474,3,0.135611608
475,6,0.271223217
476,8,0.361630956
477,8,0.361630956
478,8,0.361630956
479,8,0.361630956
480,8,0.361630956
481,8,0.361630956
482,8,0.361630956
483,8,0.361630956
484,8,0.361630956
485,8,0.361630956
486,8,0.361630956
487,8,0.361630956
488,8,0.361630956
489,8,0.361630956
490,8,0.361630956
491,8,0.361630956
492,8,0.361630956
493,8,0.361630956
494,8,0.361630956
495,8,0.361630956
496,8,0.361630956
497,8,0.361630956
498,8,0.361630956
499,8,0.361630956
500,8,0.361630956
501,8,0.361630956
502,8,0.361630956
503,8,0.361630956
504,8,0.361630956
505,8,0.361630956
506,8,0.361630956
507,8,0.361630956
508,8,0.361630956
509,8,0.361630956
510,8,0.361630956
511,8,0.361630956
512,8,0.361630956
513,8,0.361630956
514,8,0.361630956
515,8,0.361630956
516,8,0.361630956
517,8,0.361630956
518,8,0.361630956
519,8,0.361630956
520,8,0.361630956
521,7,0.316427086
522,7,0.316427086
523,7,0.316427086
524,7,0.316427086
525,7,0.316427086
526,7,0.316427086
527,7,0.316427086
528,7,0.316427086
529,7,0.316427086
530,7,0.316427086
531,7,0.316427086
532,7,0.316427086
533,7,0.316427086
534,7,0.316427086
535,7,0.316427086
536,7,0.316427086
537,7,0.316427086
538,7,0.316427086
539,7,0.316427086
540,7,0.316427086
541,7,0.316427086
542,7,0.316427086
543,7,0.316427086
544,7,0.316427086
545,7,0.316427086
546,7,0.316427086
547,7,0.316427086
548,7,0.316427086
549,7,0.316427086
550,7,0.316427086
551,5,0.226019347
552,5,0.226019347
553,5,0.226019347
554,5,0.226019347
555,5,0.226019347
556,5,0.226019347
557,5,0.226019347
558,5,0.226019347
559,5,0.226019347
560,5,0.226019347
561,5,0.226019347
