Position,Coverage,rPM
1,1,0.025435584
2,1,0.025435584
3,1,0.025435584
4,1,0.025435584
5,1,0.025435584
6,1,0.025435584
7,1,0.025435584
8,1,0.025435584
9,1,0.025435584
10,1,0.025435584
11,1,0.025435584
12,1,0.025435584
13,1,0.025435584
14,1,0.025435584
15,1,0.025435584
16,1,0.025435584
17,1,0.025435584
18,1,0.025435584
19,1,0.025435584
20,1,0.025435584
21,1,0.025435584
22,1,0.025435584
23,1,0.025435584
24,1,0.025435584
25,1,0.025435584
26,1,0.025435584
27,1,0.025435584
28,1,0.025435584
29,1,0.025435584
30,1,0.025435584
31,1,0.025435584
32,1,0.025435584
33,1,0.025435584
34,1,0.025435584
35,1,0.025435584
36,1,0.025435584
37,1,0.025435584
38,1,0.025435584
39,1,0.025435584
40,1,0.025435584
41,1,0.025435584
42,1,0.025435584
43,1,0.025435584
44,1,0.025435584
45,1,0.025435584
46,1,0.025435584
47,1,0.025435584
48,1,0.025435584
49,1,0.025435584
50,1,0.025435584
51,1,0.025435584
52,1,0.025435584
53,1,0.025435584
54,1,0.025435584
55,1,0.025435584
56,1,0.025435584
57,1,0.025435584
58,1,0.025435584
59,1,0.025435584
60,1,0.025435584
61,1,0.025435584
62,1,0.025435584
63,1,0.025435584
64,2,0.050871169
65,2,0.050871169
66,2,0.050871169
67,2,0.050871169
68,2,0.050871169
69,2,0.050871169
70,2,0.050871169
71,2,0.050871169
72,2,0.050871169
73,2,0.050871169
74,2,0.050871169
75,2,0.050871169
76,2,0.050871169
77,2,0.050871169
78,2,0.050871169
79,2,0.050871169
80,2,0.050871169
81,2,0.050871169
82,2,0.050871169
83,2,0.050871169
84,2,0.050871169
85,2,0.050871169
86,2,0.050871169
87,2,0.050871169
88,2,0.050871169
89,2,0.050871169
90,2,0.050871169
91,2,0.050871169
92,2,0.050871169
93,2,0.050871169
94,2,0.050871169
95,2,0.050871169
96,2,0.050871169
97,2,0.050871169
98,2,0.050871169
99,2,0.050871169
100,2,0.050871169
101,2,0.050871169
102,2,0.050871169
103,2,0.050871169
104,2,0.050871169
105,2,0.050871169
106,2,0.050871169
107,2,0.050871169
108,2,0.050871169
109,2,0.050871169
