Position,Coverage,rPM
1,1,0.044603033
2,1,0.044603033
3,1,0.044603033
4,1,0.044603033
5,1,0.044603033
6,1,0.044603033
7,1,0.044603033
8,1,0.044603033
9,1,0.044603033
10,1,0.044603033
11,1,0.044603033
12,1,0.044603033
13,1,0.044603033
14,1,0.044603033
15,1,0.044603033
16,1,0.044603033
17,1,0.044603033
18,1,0.044603033
19,1,0.044603033
20,1,0.044603033
21,1,0.044603033
22,1,0.044603033
23,1,0.044603033
24,1,0.044603033
25,1,0.044603033
26,1,0.044603033
27,1,0.044603033
28,2,0.089206066
29,2,0.089206066
30,2,0.089206066
31,2,0.089206066
32,2,0.089206066
33,2,0.089206066
34,2,0.089206066
35,2,0.089206066
36,2,0.089206066
37,2,0.089206066
38,2,0.089206066
39,2,0.089206066
40,2,0.089206066
41,2,0.089206066
42,2,0.089206066
43,2,0.089206066
44,2,0.089206066
45,2,0.089206066
46,2,0.089206066
47,2,0.089206066
48,2,0.089206066
49,2,0.089206066
50,2,0.089206066
51,2,0.089206066
52,2,0.089206066
53,2,0.089206066
54,2,0.089206066
55,2,0.089206066
56,2,0.089206066
57,2,0.089206066
58,2,0.089206066
59,2,0.089206066
60,2,0.089206066
61,2,0.089206066
62,2,0.089206066
63,2,0.089206066
64,2,0.089206066
65,2,0.089206066
66,2,0.089206066
67,2,0.089206066
68,2,0.089206066
69,2,0.089206066
70,2,0.089206066
71,2,0.089206066
72,2,0.089206066
73,2,0.089206066
74,2,0.089206066
75,2,0.089206066
76,2,0.089206066
77,2,0.089206066
78,2,0.089206066
79,2,0.089206066
80,2,0.089206066
81,2,0.089206066
82,2,0.089206066
83,2,0.089206066
84,2,0.089206066
85,2,0.089206066
86,2,0.089206066
87,2,0.089206066
88,2,0.089206066
89,2,0.089206066
90,2,0.089206066
91,2,0.089206066
92,2,0.089206066
93,2,0.089206066
94,2,0.089206066
95,2,0.089206066
96,2,0.089206066
97,2,0.089206066
98,2,0.089206066
99,2,0.089206066
100,2,0.089206066
101,2,0.089206066
102,2,0.089206066
103,2,0.089206066
104,2,0.089206066
105,2,0.089206066
106,2,0.089206066
107,2,0.089206066
108,2,0.089206066
109,2,0.089206066
110,2,0.089206066
111,2,0.089206066
112,2,0.089206066
113,2,0.089206066
114,2,0.089206066
115,2,0.089206066
116,2,0.089206066
117,2,0.089206066
118,2,0.089206066
119,2,0.089206066
120,2,0.089206066
121,2,0.089206066
122,2,0.089206066
123,2,0.089206066
124,3,0.133809099
125,3,0.133809099
126,3,0.133809099
127,3,0.133809099
128,3,0.133809099
129,3,0.133809099
130,3,0.133809099
131,3,0.133809099
132,3,0.133809099
133,3,0.133809099
134,3,0.133809099
135,3,0.133809099
136,3,0.133809099
137,3,0.133809099
138,3,0.133809099
139,3,0.133809099
140,3,0.133809099
141,3,0.133809099
142,3,0.133809099
143,3,0.133809099
144,3,0.133809099
145,3,0.133809099
146,3,0.133809099
147,2,0.089206066
148,4,0.178412132
149,4,0.178412132
150,4,0.178412132
151,4,0.178412132
152,4,0.178412132
153,4,0.178412132
154,4,0.178412132
155,4,0.178412132
156,4,0.178412132
157,4,0.178412132
158,4,0.178412132
159,4,0.178412132
160,4,0.178412132
161,4,0.178412132
162,4,0.178412132
163,4,0.178412132
164,4,0.178412132
165,4,0.178412132
166,4,0.178412132
167,4,0.178412132
168,4,0.178412132
169,4,0.178412132
170,4,0.178412132
171,4,0.178412132
172,4,0.178412132
173,4,0.178412132
174,3,0.133809099
175,3,0.133809099
176,3,0.133809099
177,3,0.133809099
178,3,0.133809099
179,3,0.133809099
180,3,0.133809099
181,3,0.133809099
182,3,0.133809099
183,4,0.178412132
184,4,0.178412132
185,4,0.178412132
186,4,0.178412132
187,4,0.178412132
188,4,0.178412132
189,4,0.178412132
190,4,0.178412132
191,4,0.178412132
192,4,0.178412132
193,4,0.178412132
194,4,0.178412132
195,4,0.178412132
196,4,0.178412132
197,4,0.178412132
198,4,0.178412132
199,4,0.178412132
200,4,0.178412132
201,4,0.178412132
202,4,0.178412132
203,4,0.178412132
204,4,0.178412132
205,4,0.178412132
206,4,0.178412132
207,4,0.178412132
208,4,0.178412132
209,4,0.178412132
210,4,0.178412132
211,4,0.178412132
212,4,0.178412132
213,4,0.178412132
214,4,0.178412132
215,4,0.178412132
216,5,0.223015165
217,5,0.223015165
218,5,0.223015165
219,5,0.223015165
220,5,0.223015165
221,5,0.223015165
222,5,0.223015165
223,5,0.223015165
224,5,0.223015165
225,5,0.223015165
226,6,0.267618198
227,6,0.267618198
228,6,0.267618198
229,6,0.267618198
230,6,0.267618198
231,6,0.267618198
232,6,0.267618198
233,6,0.267618198
234,6,0.267618198
235,6,0.267618198
236,6,0.267618198
237,6,0.267618198
238,6,0.267618198
239,6,0.267618198
240,6,0.267618198
241,6,0.267618198
242,6,0.267618198
243,6,0.267618198
244,6,0.267618198
245,6,0.267618198
246,6,0.267618198
247,6,0.267618198
248,6,0.267618198
249,6,0.267618198
250,6,0.267618198
251,6,0.267618198
252,6,0.267618198
253,6,0.267618198
254,6,0.267618198
255,6,0.267618198
256,6,0.267618198
257,6,0.267618198
258,6,0.267618198
259,6,0.267618198
260,6,0.267618198
261,6,0.267618198
262,6,0.267618198
263,6,0.267618198
264,6,0.267618198
265,6,0.267618198
266,6,0.267618198
267,6,0.267618198
268,6,0.267618198
269,6,0.267618198
270,5,0.223015165
271,5,0.223015165
272,5,0.223015165
273,5,0.223015165
274,5,0.223015165
275,5,0.223015165
276,5,0.223015165
277,5,0.223015165
278,5,0.223015165
279,5,0.223015165
280,5,0.223015165
281,5,0.223015165
282,5,0.223015165
283,5,0.223015165
284,5,0.223015165
285,5,0.223015165
286,5,0.223015165
287,5,0.223015165
288,5,0.223015165
289,5,0.223015165
290,5,0.223015165
291,5,0.223015165
292,7,0.312221231
293,7,0.312221231
294,5,0.223015165
295,5,0.223015165
296,5,0.223015165
297,5,0.223015165
298,5,0.223015165
299,5,0.223015165
300,5,0.223015165
301,5,0.223015165
302,5,0.223015165
303,5,0.223015165
304,5,0.223015165
305,5,0.223015165
306,5,0.223015165
307,5,0.223015165
308,5,0.223015165
309,5,0.223015165
310,5,0.223015165
311,5,0.223015165
312,5,0.223015165
313,5,0.223015165
314,5,0.223015165
315,5,0.223015165
316,5,0.223015165
317,5,0.223015165
318,5,0.223015165
319,5,0.223015165
320,5,0.223015165
321,5,0.223015165
322,5,0.223015165
323,5,0.223015165
324,5,0.223015165
325,5,0.223015165
326,5,0.223015165
327,5,0.223015165
328,5,0.223015165
329,4,0.178412132
330,5,0.223015165
331,5,0.223015165
332,5,0.223015165
333,5,0.223015165
334,5,0.223015165
335,5,0.223015165
336,5,0.223015165
337,5,0.223015165
338,5,0.223015165
339,5,0.223015165
340,5,0.223015165
341,5,0.223015165
342,5,0.223015165
343,5,0.223015165
344,5,0.223015165
345,5,0.223015165
346,5,0.223015165
347,5,0.223015165
348,5,0.223015165
349,5,0.223015165
350,5,0.223015165
351,5,0.223015165
352,5,0.223015165
353,5,0.223015165
354,5,0.223015165
355,5,0.223015165
356,5,0.223015165
357,5,0.223015165
358,5,0.223015165
359,5,0.223015165
360,5,0.223015165
361,5,0.223015165
362,4,0.178412132
363,4,0.178412132
364,4,0.178412132
365,4,0.178412132
366,4,0.178412132
367,4,0.178412132
368,4,0.178412132
369,4,0.178412132
370,4,0.178412132
371,4,0.178412132
372,3,0.133809099
373,3,0.133809099
374,3,0.133809099
375,3,0.133809099
376,3,0.133809099
377,3,0.133809099
378,3,0.133809099
379,3,0.133809099
380,3,0.133809099
381,3,0.133809099
382,3,0.133809099
383,3,0.133809099
384,3,0.133809099
385,3,0.133809099
386,3,0.133809099
387,3,0.133809099
388,3,0.133809099
389,3,0.133809099
390,3,0.133809099
391,3,0.133809099
392,3,0.133809099
393,3,0.133809099
394,3,0.133809099
395,3,0.133809099
396,3,0.133809099
397,3,0.133809099
398,3,0.133809099
399,3,0.133809099
400,3,0.133809099
401,3,0.133809099
402,4,0.178412132
403,4,0.178412132
404,4,0.178412132
405,4,0.178412132
406,4,0.178412132
407,4,0.178412132
408,4,0.178412132
409,4,0.178412132
410,4,0.178412132
411,4,0.178412132
412,4,0.178412132
413,4,0.178412132
414,4,0.178412132
415,4,0.178412132
416,4,0.178412132
417,4,0.178412132
418,4,0.178412132
419,4,0.178412132
420,4,0.178412132
421,4,0.178412132
422,4,0.178412132
423,4,0.178412132
424,4,0.178412132
425,4,0.178412132
426,4,0.178412132
427,4,0.178412132
428,4,0.178412132
429,4,0.178412132
430,4,0.178412132
431,4,0.178412132
432,4,0.178412132
433,5,0.223015165
434,5,0.223015165
435,5,0.223015165
436,5,0.223015165
437,5,0.223015165
438,3,0.133809099
439,3,0.133809099
440,3,0.133809099
441,3,0.133809099
442,3,0.133809099
443,3,0.133809099
444,3,0.133809099
445,3,0.133809099
446,3,0.133809099
447,3,0.133809099
448,3,0.133809099
449,3,0.133809099
450,4,0.178412132
451,4,0.178412132
452,4,0.178412132
453,4,0.178412132
454,4,0.178412132
455,4,0.178412132
456,4,0.178412132
457,4,0.178412132
458,4,0.178412132
459,4,0.178412132
460,4,0.178412132
461,4,0.178412132
462,4,0.178412132
463,4,0.178412132
464,4,0.178412132
465,4,0.178412132
466,4,0.178412132
467,4,0.178412132
468,4,0.178412132
469,4,0.178412132
470,4,0.178412132
