Position,Coverage,rPM
1,1,0.035910511
2,1,0.035910511
3,1,0.035910511
4,1,0.035910511
5,1,0.035910511
6,1,0.035910511
7,1,0.035910511
8,1,0.035910511
9,1,0.035910511
10,1,0.035910511
11,1,0.035910511
12,1,0.035910511
13,1,0.035910511
14,1,0.035910511
15,1,0.035910511
16,1,0.035910511
17,1,0.035910511
18,1,0.035910511
19,1,0.035910511
20,1,0.035910511
21,1,0.035910511
22,1,0.035910511
23,1,0.035910511
24,1,0.035910511
25,1,0.035910511
26,1,0.035910511
27,1,0.035910511
28,1,0.035910511
29,1,0.035910511
30,1,0.035910511
31,1,0.035910511
32,1,0.035910511
33,1,0.035910511
34,1,0.035910511
35,1,0.035910511
36,1,0.035910511
37,1,0.035910511
38,1,0.035910511
39,1,0.035910511
40,1,0.035910511
41,1,0.035910511
42,1,0.035910511
43,1,0.035910511
44,1,0.035910511
45,1,0.035910511
46,1,0.035910511
47,1,0.035910511
48,1,0.035910511
49,1,0.035910511
50,1,0.035910511
51,1,0.035910511
52,2,0.071821022
53,2,0.071821022
54,2,0.071821022
55,2,0.071821022
56,2,0.071821022
57,2,0.071821022
58,2,0.071821022
59,2,0.071821022
60,2,0.071821022
61,2,0.071821022
62,2,0.071821022
63,2,0.071821022
64,2,0.071821022
65,2,0.071821022
66,2,0.071821022
67,2,0.071821022
68,2,0.071821022
69,2,0.071821022
70,2,0.071821022
71,2,0.071821022
72,2,0.071821022
73,2,0.071821022
74,2,0.071821022
75,2,0.071821022
76,2,0.071821022
77,2,0.071821022
78,2,0.071821022
79,2,0.071821022
80,2,0.071821022
81,2,0.071821022
82,2,0.071821022
83,2,0.071821022
84,2,0.071821022
85,2,0.071821022
86,2,0.071821022
87,2,0.071821022
88,2,0.071821022
89,2,0.071821022
90,2,0.071821022
91,2,0.071821022
92,2,0.071821022
93,2,0.071821022
94,2,0.071821022
95,2,0.071821022
96,2,0.071821022
97,2,0.071821022
98,2,0.071821022
99,2,0.071821022
100,2,0.071821022
101,2,0.071821022
102,2,0.071821022
103,2,0.071821022
104,2,0.071821022
105,2,0.071821022
106,2,0.071821022
107,2,0.071821022
108,2,0.071821022
109,2,0.071821022
110,2,0.071821022
111,2,0.071821022
112,2,0.071821022
113,2,0.071821022
114,4,0.143642044
115,4,0.143642044
116,4,0.143642044
117,4,0.143642044
118,4,0.143642044
119,4,0.143642044
120,4,0.143642044
121,4,0.143642044
122,4,0.143642044
123,4,0.143642044
124,4,0.143642044
125,4,0.143642044
126,4,0.143642044
127,4,0.143642044
128,4,0.143642044
129,4,0.143642044
130,4,0.143642044
131,5,0.179552555
132,5,0.179552555
133,5,0.179552555
134,5,0.179552555
135,5,0.179552555
136,5,0.179552555
137,5,0.179552555
138,5,0.179552555
139,5,0.179552555
140,5,0.179552555
141,5,0.179552555
142,5,0.179552555
143,5,0.179552555
144,5,0.179552555
145,5,0.179552555
146,5,0.179552555
147,4,0.143642044
148,4,0.143642044
149,4,0.143642044
150,4,0.143642044
151,4,0.143642044
152,4,0.143642044
153,4,0.143642044
154,4,0.143642044
155,4,0.143642044
156,4,0.143642044
157,4,0.143642044
158,4,0.143642044
159,4,0.143642044
160,4,0.143642044
161,4,0.143642044
162,4,0.143642044
163,4,0.143642044
164,4,0.143642044
165,4,0.143642044
166,4,0.143642044
167,4,0.143642044
168,4,0.143642044
169,4,0.143642044
170,4,0.143642044
171,4,0.143642044
172,4,0.143642044
173,4,0.143642044
174,4,0.143642044
175,4,0.143642044
176,4,0.143642044
177,4,0.143642044
178,4,0.143642044
179,4,0.143642044
180,4,0.143642044
181,4,0.143642044
182,4,0.143642044
183,5,0.179552555
184,5,0.179552555
185,5,0.179552555
186,5,0.179552555
187,5,0.179552555
188,5,0.179552555
189,5,0.179552555
190,5,0.179552555
191,5,0.179552555
192,5,0.179552555
193,5,0.179552555
194,5,0.179552555
195,5,0.179552555
196,5,0.179552555
197,5,0.179552555
198,4,0.143642044
199,4,0.143642044
200,4,0.143642044
201,4,0.143642044
202,4,0.143642044
203,4,0.143642044
204,4,0.143642044
205,4,0.143642044
206,4,0.143642044
207,4,0.143642044
208,4,0.143642044
209,4,0.143642044
210,4,0.143642044
211,4,0.143642044
212,4,0.143642044
213,4,0.143642044
214,4,0.143642044
215,4,0.143642044
216,4,0.143642044
217,4,0.143642044
218,4,0.143642044
219,4,0.143642044
220,4,0.143642044
221,4,0.143642044
222,4,0.143642044
223,4,0.143642044
224,4,0.143642044
225,4,0.143642044
226,4,0.143642044
227,4,0.143642044
228,4,0.143642044
229,4,0.143642044
230,4,0.143642044
231,4,0.143642044
232,4,0.143642044
233,4,0.143642044
234,4,0.143642044
235,4,0.143642044
236,4,0.143642044
237,4,0.143642044
238,4,0.143642044
239,4,0.143642044
240,4,0.143642044
241,4,0.143642044
242,4,0.143642044
243,4,0.143642044
244,4,0.143642044
245,4,0.143642044
246,4,0.143642044
247,4,0.143642044
248,4,0.143642044
249,4,0.143642044
250,4,0.143642044
251,4,0.143642044
252,4,0.143642044
253,4,0.143642044
254,4,0.143642044
255,4,0.143642044
256,4,0.143642044
257,4,0.143642044
258,4,0.143642044
259,4,0.143642044
260,2,0.071821022
261,2,0.071821022
262,2,0.071821022
263,2,0.071821022
264,2,0.071821022
265,2,0.071821022
266,2,0.071821022
267,2,0.071821022
268,2,0.071821022
269,2,0.071821022
270,2,0.071821022
271,2,0.071821022
272,2,0.071821022
273,2,0.071821022
274,2,0.071821022
275,2,0.071821022
276,2,0.071821022
277,1,0.035910511
278,1,0.035910511
279,1,0.035910511
280,1,0.035910511
281,1,0.035910511
282,1,0.035910511
283,1,0.035910511
284,1,0.035910511
285,1,0.035910511
286,1,0.035910511
287,1,0.035910511
288,1,0.035910511
289,1,0.035910511
290,1,0.035910511
291,1,0.035910511
292,1,0.035910511
293,1,0.035910511
294,2,0.071821022
295,2,0.071821022
296,2,0.071821022
297,2,0.071821022
298,2,0.071821022
299,2,0.071821022
300,2,0.071821022
301,2,0.071821022
302,2,0.071821022
303,2,0.071821022
304,2,0.071821022
305,2,0.071821022
306,2,0.071821022
307,2,0.071821022
308,2,0.071821022
309,2,0.071821022
310,2,0.071821022
311,2,0.071821022
312,2,0.071821022
313,2,0.071821022
314,2,0.071821022
315,2,0.071821022
316,2,0.071821022
317,2,0.071821022
318,2,0.071821022
319,2,0.071821022
320,2,0.071821022
321,2,0.071821022
322,2,0.071821022
323,2,0.071821022
324,2,0.071821022
325,2,0.071821022
326,2,0.071821022
327,2,0.071821022
328,2,0.071821022
329,1,0.035910511
330,1,0.035910511
331,1,0.035910511
332,1,0.035910511
333,1,0.035910511
334,1,0.035910511
335,2,0.071821022
336,2,0.071821022
337,2,0.071821022
338,2,0.071821022
339,2,0.071821022
340,2,0.071821022
341,2,0.071821022
342,2,0.071821022
343,2,0.071821022
344,2,0.071821022
345,2,0.071821022
346,2,0.071821022
347,2,0.071821022
348,2,0.071821022
349,2,0.071821022
350,2,0.071821022
351,2,0.071821022
352,2,0.071821022
353,2,0.071821022
354,2,0.071821022
355,2,0.071821022
356,2,0.071821022
357,2,0.071821022
358,2,0.071821022
359,2,0.071821022
360,2,0.071821022
361,2,0.071821022
362,2,0.071821022
363,2,0.071821022
364,2,0.071821022
365,2,0.071821022
366,2,0.071821022
367,2,0.071821022
368,2,0.071821022
369,2,0.071821022
370,2,0.071821022
371,2,0.071821022
372,2,0.071821022
373,2,0.071821022
374,2,0.071821022
375,2,0.071821022
376,2,0.071821022
377,2,0.071821022
378,2,0.071821022
379,2,0.071821022
380,2,0.071821022
381,2,0.071821022
382,2,0.071821022
383,2,0.071821022
384,2,0.071821022
385,2,0.071821022
386,2,0.071821022
387,2,0.071821022
388,2,0.071821022
389,2,0.071821022
390,2,0.071821022
391,2,0.071821022
392,2,0.071821022
393,2,0.071821022
394,2,0.071821022
395,2,0.071821022
396,2,0.071821022
397,2,0.071821022
398,2,0.071821022
399,2,0.071821022
400,2,0.071821022
401,2,0.071821022
402,2,0.071821022
403,2,0.071821022
404,2,0.071821022
405,2,0.071821022
406,2,0.071821022
407,2,0.071821022
408,2,0.071821022
409,2,0.071821022
410,2,0.071821022
411,2,0.071821022
412,2,0.071821022
413,2,0.071821022
414,2,0.071821022
415,2,0.071821022
416,2,0.071821022
417,2,0.071821022
418,2,0.071821022
419,2,0.071821022
420,2,0.071821022
421,2,0.071821022
422,2,0.071821022
423,2,0.071821022
424,4,0.143642044
425,4,0.143642044
426,4,0.143642044
427,4,0.143642044
428,4,0.143642044
429,4,0.143642044
430,4,0.143642044
431,4,0.143642044
432,4,0.143642044
433,4,0.143642044
434,4,0.143642044
435,4,0.143642044
436,4,0.143642044
437,4,0.143642044
438,4,0.143642044
439,4,0.143642044
440,3,0.107731533
441,3,0.107731533
442,3,0.107731533
443,3,0.107731533
444,3,0.107731533
445,3,0.107731533
446,3,0.107731533
447,3,0.107731533
448,3,0.107731533
449,3,0.107731533
450,3,0.107731533
451,3,0.107731533
452,3,0.107731533
453,3,0.107731533
454,3,0.107731533
455,3,0.107731533
456,3,0.107731533
457,3,0.107731533
458,3,0.107731533
459,3,0.107731533
460,3,0.107731533
461,3,0.107731533
462,3,0.107731533
463,3,0.107731533
464,3,0.107731533
465,3,0.107731533
466,3,0.107731533
467,3,0.107731533
468,3,0.107731533
469,3,0.107731533
470,5,0.179552555
471,5,0.179552555
472,5,0.179552555
473,5,0.179552555
474,5,0.179552555
475,5,0.179552555
476,5,0.179552555
477,5,0.179552555
478,5,0.179552555
479,5,0.179552555
480,5,0.179552555
481,4,0.143642044
482,4,0.143642044
483,4,0.143642044
484,4,0.143642044
485,4,0.143642044
486,4,0.143642044
487,4,0.143642044
488,4,0.143642044
489,4,0.143642044
490,4,0.143642044
491,4,0.143642044
492,4,0.143642044
493,4,0.143642044
494,4,0.143642044
495,4,0.143642044
496,4,0.143642044
497,4,0.143642044
498,4,0.143642044
499,4,0.143642044
500,4,0.143642044
501,4,0.143642044
502,4,0.143642044
503,4,0.143642044
504,4,0.143642044
505,4,0.143642044
506,4,0.143642044
507,4,0.143642044
508,5,0.179552555
509,5,0.179552555
510,5,0.179552555
511,5,0.179552555
512,5,0.179552555
513,5,0.179552555
514,5,0.179552555
515,5,0.179552555
516,5,0.179552555
517,5,0.179552555
518,5,0.179552555
519,5,0.179552555
520,5,0.179552555
521,5,0.179552555
522,5,0.179552555
523,5,0.179552555
524,5,0.179552555
525,5,0.179552555
526,5,0.179552555
527,5,0.179552555
528,5,0.179552555
529,5,0.179552555
530,5,0.179552555
531,5,0.179552555
532,5,0.179552555
533,5,0.179552555
534,5,0.179552555
535,5,0.179552555
536,5,0.179552555
537,5,0.179552555
538,5,0.179552555
539,5,0.179552555
540,5,0.179552555
541,5,0.179552555
542,5,0.179552555
543,5,0.179552555
544,5,0.179552555
545,5,0.179552555
546,5,0.179552555
547,5,0.179552555
548,5,0.179552555
549,5,0.179552555
550,5,0.179552555
551,5,0.179552555
552,7,0.251373577
553,7,0.251373577
554,7,0.251373577
555,7,0.251373577
556,7,0.251373577
557,7,0.251373577
558,7,0.251373577
559,7,0.251373577
560,7,0.251373577
561,7,0.251373577
562,7,0.251373577
563,7,0.251373577
564,7,0.251373577
565,7,0.251373577
566,7,0.251373577
567,7,0.251373577
568,7,0.251373577
569,7,0.251373577
570,5,0.179552555
571,5,0.179552555
572,5,0.179552555
573,5,0.179552555
574,5,0.179552555
575,5,0.179552555
576,5,0.179552555
577,5,0.179552555
578,5,0.179552555
579,5,0.179552555
580,5,0.179552555
581,5,0.179552555
582,5,0.179552555
583,5,0.179552555
584,5,0.179552555
585,5,0.179552555
586,5,0.179552555
587,5,0.179552555
588,5,0.179552555
589,5,0.179552555
590,5,0.179552555
591,5,0.179552555
592,5,0.179552555
593,5,0.179552555
594,5,0.179552555
595,5,0.179552555
596,5,0.179552555
597,5,0.179552555
598,5,0.179552555
599,5,0.179552555
600,5,0.179552555
601,5,0.179552555
602,5,0.179552555
603,5,0.179552555
604,5,0.179552555
605,5,0.179552555
606,5,0.179552555
607,5,0.179552555
608,5,0.179552555
609,5,0.179552555
610,5,0.179552555
611,5,0.179552555
612,5,0.179552555
613,5,0.179552555
614,5,0.179552555
615,5,0.179552555
616,3,0.107731533
617,3,0.107731533
618,3,0.107731533
619,4,0.143642044
620,4,0.143642044
621,4,0.143642044
622,4,0.143642044
623,4,0.143642044
624,4,0.143642044
625,5,0.179552555
626,5,0.179552555
627,5,0.179552555
628,5,0.179552555
629,5,0.179552555
630,5,0.179552555
631,5,0.179552555
632,5,0.179552555
633,5,0.179552555
634,5,0.179552555
635,5,0.179552555
636,5,0.179552555
637,7,0.251373577
638,7,0.251373577
639,7,0.251373577
640,7,0.251373577
641,7,0.251373577
642,7,0.251373577
643,7,0.251373577
644,7,0.251373577
645,7,0.251373577
646,7,0.251373577
647,7,0.251373577
648,7,0.251373577
649,7,0.251373577
650,7,0.251373577
651,7,0.251373577
652,7,0.251373577
653,7,0.251373577
654,6,0.215463066
655,6,0.215463066
656,6,0.215463066
657,6,0.215463066
658,6,0.215463066
659,6,0.215463066
660,6,0.215463066
661,6,0.215463066
662,6,0.215463066
663,6,0.215463066
664,6,0.215463066
665,6,0.215463066
666,6,0.215463066
667,6,0.215463066
668,6,0.215463066
669,6,0.215463066
670,6,0.215463066
671,6,0.215463066
672,6,0.215463066
673,6,0.215463066
674,6,0.215463066
675,6,0.215463066
676,6,0.215463066
677,6,0.215463066
678,6,0.215463066
679,6,0.215463066
680,6,0.215463066
681,6,0.215463066
682,6,0.215463066
683,6,0.215463066
684,6,0.215463066
685,6,0.215463066
686,6,0.215463066
687,6,0.215463066
688,6,0.215463066
689,6,0.215463066
690,6,0.215463066
691,6,0.215463066
692,6,0.215463066
693,6,0.215463066
694,6,0.215463066
695,6,0.215463066
696,6,0.215463066
697,6,0.215463066
698,4,0.143642044
699,4,0.143642044
700,4,0.143642044
701,4,0.143642044
702,4,0.143642044
703,4,0.143642044
704,4,0.143642044
705,4,0.143642044
706,4,0.143642044
707,4,0.143642044
708,4,0.143642044
709,4,0.143642044
710,4,0.143642044
711,4,0.143642044
712,4,0.143642044
713,4,0.143642044
714,6,0.215463066
715,6,0.215463066
716,6,0.215463066
717,6,0.215463066
718,6,0.215463066
719,6,0.215463066
720,6,0.215463066
721,6,0.215463066
722,6,0.215463066
723,6,0.215463066
724,6,0.215463066
725,6,0.215463066
726,6,0.215463066
727,6,0.215463066
728,6,0.215463066
729,6,0.215463066
730,6,0.215463066
731,6,0.215463066
732,6,0.215463066
733,6,0.215463066
734,6,0.215463066
735,6,0.215463066
736,6,0.215463066
737,6,0.215463066
738,6,0.215463066
739,6,0.215463066
740,6,0.215463066
741,6,0.215463066
742,6,0.215463066
743,6,0.215463066
744,6,0.215463066
745,6,0.215463066
746,6,0.215463066
747,6,0.215463066
748,6,0.215463066
749,6,0.215463066
750,6,0.215463066
751,6,0.215463066
752,6,0.215463066
753,6,0.215463066
754,6,0.215463066
755,6,0.215463066
756,6,0.215463066
757,6,0.215463066
758,6,0.215463066
759,6,0.215463066
760,6,0.215463066
761,6,0.215463066
762,6,0.215463066
763,6,0.215463066
764,6,0.215463066
765,5,0.179552555
766,5,0.179552555
767,5,0.179552555
768,5,0.179552555
769,5,0.179552555
770,5,0.179552555
771,4,0.143642044
772,4,0.143642044
773,4,0.143642044
774,4,0.143642044
775,4,0.143642044
776,4,0.143642044
777,4,0.143642044
778,4,0.143642044
779,4,0.143642044
780,4,0.143642044
781,4,0.143642044
782,4,0.143642044
783,2,0.071821022
784,2,0.071821022
785,2,0.071821022
786,2,0.071821022
787,2,0.071821022
788,2,0.071821022
789,3,0.107731533
790,3,0.107731533
791,3,0.107731533
792,3,0.107731533
793,3,0.107731533
794,3,0.107731533
795,3,0.107731533
796,3,0.107731533
797,3,0.107731533
798,3,0.107731533
799,3,0.107731533
800,3,0.107731533
801,3,0.107731533
802,3,0.107731533
803,3,0.107731533
804,3,0.107731533
805,3,0.107731533
806,3,0.107731533
807,3,0.107731533
808,3,0.107731533
809,3,0.107731533
810,3,0.107731533
811,3,0.107731533
812,3,0.107731533
813,3,0.107731533
814,3,0.107731533
815,3,0.107731533
816,3,0.107731533
817,4,0.143642044
818,4,0.143642044
819,4,0.143642044
820,4,0.143642044
821,4,0.143642044
822,4,0.143642044
823,4,0.143642044
824,4,0.143642044
825,4,0.143642044
826,4,0.143642044
827,4,0.143642044
828,4,0.143642044
829,4,0.143642044
830,4,0.143642044
831,4,0.143642044
832,4,0.143642044
833,4,0.143642044
834,4,0.143642044
835,4,0.143642044
836,4,0.143642044
837,4,0.143642044
838,4,0.143642044
839,4,0.143642044
840,4,0.143642044
841,4,0.143642044
842,4,0.143642044
843,4,0.143642044
844,4,0.143642044
845,4,0.143642044
846,4,0.143642044
847,4,0.143642044
848,4,0.143642044
849,4,0.143642044
850,4,0.143642044
851,4,0.143642044
852,4,0.143642044
853,4,0.143642044
854,4,0.143642044
855,4,0.143642044
856,4,0.143642044
857,4,0.143642044
858,4,0.143642044
859,4,0.143642044
860,2,0.071821022
861,2,0.071821022
862,2,0.071821022
863,2,0.071821022
864,2,0.071821022
865,2,0.071821022
866,2,0.071821022
867,2,0.071821022
868,2,0.071821022
869,2,0.071821022
870,2,0.071821022
871,2,0.071821022
872,2,0.071821022
873,2,0.071821022
874,2,0.071821022
875,2,0.071821022
876,2,0.071821022
877,2,0.071821022
878,2,0.071821022
879,2,0.071821022
880,2,0.071821022
881,2,0.071821022
882,2,0.071821022
883,2,0.071821022
884,2,0.071821022
885,2,0.071821022
886,2,0.071821022
887,2,0.071821022
888,2,0.071821022
889,2,0.071821022
890,2,0.071821022
891,2,0.071821022
892,2,0.071821022
893,2,0.071821022
894,2,0.071821022
895,2,0.071821022
896,2,0.071821022
