Position,Coverage,rPM
1,1,0.016810678
2,1,0.016810678
3,1,0.016810678
4,1,0.016810678
5,1,0.016810678
6,1,0.016810678
7,1,0.016810678
8,2,0.033621356
9,2,0.033621356
10,2,0.033621356
11,2,0.033621356
12,2,0.033621356
13,2,0.033621356
14,2,0.033621356
15,2,0.033621356
16,2,0.033621356
17,2,0.033621356
18,2,0.033621356
19,2,0.033621356
20,2,0.033621356
21,2,0.033621356
22,2,0.033621356
23,2,0.033621356
24,2,0.033621356
25,2,0.033621356
26,2,0.033621356
27,2,0.033621356
28,2,0.033621356
29,2,0.033621356
30,2,0.033621356
31,2,0.033621356
32,2,0.033621356
33,2,0.033621356
34,2,0.033621356
35,2,0.033621356
36,2,0.033621356
37,2,0.033621356
38,2,0.033621356
39,2,0.033621356
40,2,0.033621356
41,2,0.033621356
42,2,0.033621356
43,2,0.033621356
44,2,0.033621356
45,2,0.033621356
46,2,0.033621356
47,2,0.033621356
48,2,0.033621356
49,2,0.033621356
50,2,0.033621356
51,2,0.033621356
52,2,0.033621356
53,2,0.033621356
54,2,0.033621356
55,2,0.033621356
56,2,0.033621356
57,2,0.033621356
58,2,0.033621356
59,2,0.033621356
60,2,0.033621356
61,2,0.033621356
62,2,0.033621356
63,2,0.033621356
64,2,0.033621356
65,2,0.033621356
66,2,0.033621356
67,2,0.033621356
68,2,0.033621356
69,2,0.033621356
70,2,0.033621356
71,2,0.033621356
72,2,0.033621356
73,2,0.033621356
74,2,0.033621356
75,2,0.033621356
76,2,0.033621356
77,2,0.033621356
78,2,0.033621356
79,2,0.033621356
80,2,0.033621356
81,2,0.033621356
82,2,0.033621356
83,2,0.033621356
84,2,0.033621356
85,2,0.033621356
86,2,0.033621356
87,2,0.033621356
88,2,0.033621356
89,2,0.033621356
90,2,0.033621356
91,2,0.033621356
92,2,0.033621356
93,2,0.033621356
94,2,0.033621356
95,2,0.033621356
96,2,0.033621356
97,2,0.033621356
98,2,0.033621356
99,2,0.033621356
100,2,0.033621356
101,2,0.033621356
102,2,0.033621356
103,2,0.033621356
104,2,0.033621356
105,2,0.033621356
106,2,0.033621356
107,2,0.033621356
108,2,0.033621356
109,2,0.033621356
110,2,0.033621356
111,2,0.033621356
112,2,0.033621356
113,2,0.033621356
114,2,0.033621356
115,2,0.033621356
116,2,0.033621356
117,2,0.033621356
118,2,0.033621356
119,3,0.050432034
120,3,0.050432034
121,3,0.050432034
122,3,0.050432034
123,3,0.050432034
124,3,0.050432034
125,3,0.050432034
126,3,0.050432034
127,3,0.050432034
128,3,0.050432034
129,3,0.050432034
130,3,0.050432034
131,3,0.050432034
132,3,0.050432034
133,3,0.050432034
134,3,0.050432034
135,3,0.050432034
136,3,0.050432034
137,3,0.050432034
138,3,0.050432034
139,3,0.050432034
140,3,0.050432034
141,3,0.050432034
142,3,0.050432034
143,3,0.050432034
144,3,0.050432034
145,3,0.050432034
146,3,0.050432034
147,2,0.033621356
148,2,0.033621356
149,2,0.033621356
150,2,0.033621356
151,2,0.033621356
152,2,0.033621356
153,2,0.033621356
154,1,0.016810678
155,1,0.016810678
156,1,0.016810678
157,1,0.016810678
158,1,0.016810678
159,1,0.016810678
160,1,0.016810678
161,1,0.016810678
162,1,0.016810678
163,3,0.050432034
164,3,0.050432034
165,3,0.050432034
166,3,0.050432034
167,3,0.050432034
168,3,0.050432034
169,3,0.050432034
170,3,0.050432034
171,3,0.050432034
172,3,0.050432034
173,3,0.050432034
174,3,0.050432034
175,3,0.050432034
176,3,0.050432034
177,3,0.050432034
178,3,0.050432034
179,3,0.050432034
180,4,0.067242713
181,4,0.067242713
182,4,0.067242713
183,4,0.067242713
184,4,0.067242713
185,4,0.067242713
186,4,0.067242713
187,4,0.067242713
188,4,0.067242713
189,4,0.067242713
190,4,0.067242713
191,4,0.067242713
192,4,0.067242713
193,4,0.067242713
194,4,0.067242713
195,4,0.067242713
196,4,0.067242713
197,4,0.067242713
198,4,0.067242713
199,4,0.067242713
200,4,0.067242713
201,4,0.067242713
202,4,0.067242713
203,4,0.067242713
