Position,Coverage,rPM
1,5,0.080079439
2,11,0.176174765
3,11,0.176174765
4,11,0.176174765
5,11,0.176174765
6,24,0.384381306
7,37,0.592587847
8,41,0.656651398
9,48,0.768762613
10,49,0.7847785
11,49,0.7847785
12,49,0.7847785
13,52,0.832826164
14,53,0.848842051
15,53,0.848842051
16,74,1.185175694
17,82,1.313302796
18,112,1.793779429
19,133,2.130113072
20,142,2.274256062
21,143,2.29027195
22,143,2.29027195
23,163,2.610589705
24,170,2.722700919
25,173,2.770748583
26,177,2.834812134
27,177,2.834812134
28,186,2.978955123
29,204,3.267241103
30,220,3.523495307
31,228,3.651622409
32,241,3.85982895
33,271,4.340305583
34,277,4.43640091
35,281,4.500464461
36,282,4.516480349
37,292,4.676639226
38,300,4.804766328
39,300,4.804766328
40,301,4.820782216
41,302,4.836798104
42,302,4.836798104
43,302,4.836798104
44,322,5.157115859
45,342,5.477433614
46,343,5.493449502
47,350,5.605560716
48,357,5.717671931
49,361,5.781735482
50,362,5.797751369
51,363,5.813767257
52,370,5.925878471
53,372,5.957910247
54,372,5.957910247
55,372,5.957910247
56,373,5.973926135
57,373,5.973926135
58,375,6.00595791
59,382,6.118069125
60,389,6.230180339
61,392,6.278228002
62,393,6.29424389
63,393,6.29424389
64,397,6.358307441
65,402,6.43838688
66,405,6.486434543
67,415,6.646593421
68,415,6.646593421
69,415,6.646593421
70,417,6.678625196
71,421,6.742688747
72,423,6.774720523
73,427,6.838784074
74,427,6.838784074
75,427,6.838784074
76,429,6.870815849
77,431,6.902847625
78,441,7.063006502
79,441,7.063006502
80,443,7.095038278
81,443,7.095038278
82,446,7.143085941
83,450,7.207149492
84,455,7.287228931
85,463,7.415356033
86,480,7.687626125
87,498,7.975912105
88,498,7.975912105
89,503,8.055991544
90,529,8.472404625
91,551,8.824754156
92,588,9.417342003
93,600,9.609532656
94,619,9.913834524
95,629,10.0739934
96,640,10.25016817
97,654,10.4743906
98,657,10.52243826
99,658,10.53845415
100,659,10.55447003
101,684,10.95486723
102,684,10.95486723
103,684,10.95486723
104,689,11.03494667
105,703,11.2591691
106,704,11.27518498
107,709,11.35526442
108,711,11.3872962
109,717,11.48339152
110,742,11.88378872
111,746,11.94785227
112,749,11.99589993
113,775,12.41231301
114,781,12.50840834
115,810,12.97286909
116,812,13.00490086
117,812,13.00490086
118,815,13.05294852
119,819,13.11701208
120,819,13.11701208
121,825,13.2131074
122,825,13.2131074
123,826,13.22912329
124,842,13.48537749
125,843,13.50139338
126,843,13.50139338
127,845,13.53342516
128,860,13.77366347
129,877,14.04593357
130,877,14.04593357
131,877,14.04593357
132,880,14.09398123
133,882,14.126013
134,893,14.30218777
135,898,14.38226721
136,900,14.41429898
137,922,14.76664852
138,922,14.76664852
139,922,14.76664852
140,929,14.87875973
141,933,14.94282328
142,934,14.95883917
143,936,14.99087094
144,970,15.53541113
145,973,15.58345879
146,973,15.58345879
147,970,15.53541113
148,985,15.77564944
149,991,15.87174477
150,999,15.99987187
151,1005,16.0959672
152,992,15.88776066
153,979,15.67955412
154,979,15.67955412
155,991,15.87174477
156,984,15.75963356
157,983,15.74361767
158,985,15.77564944
159,987,15.80768122
160,984,15.75963356
161,985,15.77564944
162,988,15.82369711
163,977,15.64752234
164,986,15.79166533
165,960,15.37525225
166,941,15.07095038
167,935,14.97485506
168,940,15.0549345
169,949,15.19907748
170,937,15.00688683
171,931,14.91079151
172,935,14.97485506
173,937,15.00688683
174,940,15.0549345
175,1001,16.03190365
176,984,15.75963356
177,971,15.55142702
178,965,15.45533169
179,959,15.35923636
180,939,15.03891861
181,936,14.99087094
182,935,14.97485506
183,944,15.11899805
184,942,15.08696627
185,934,14.95883917
186,934,14.95883917
187,933,14.94282328
188,936,14.99087094
189,940,15.0549345
190,944,15.11899805
191,934,14.95883917
192,916,14.67055319
193,915,14.6545373
194,926,14.83071207
195,952,15.24712515
196,954,15.27915692
197,953,15.26314104
198,952,15.24712515
199,958,15.34322047
200,960,15.37525225
201,960,15.37525225
202,960,15.37525225
203,959,15.35923636
204,962,15.40728403
205,962,15.40728403
206,966,15.47134758
207,959,15.35923636
208,957,15.32720459
209,956,15.3111887
210,956,15.3111887
211,954,15.27915692
212,955,15.29517281
213,952,15.24712515
214,943,15.10298216
215,943,15.10298216
216,949,15.19907748
217,967,15.48736346
218,963,15.42329991
219,966,15.47134758
220,962,15.40728403
221,972,15.5674429
222,982,15.72760178
223,980,15.69557001
224,979,15.67955412
225,971,15.55142702
226,983,15.74361767
227,983,15.74361767
228,983,15.74361767
229,989,15.839713
230,985,15.77564944
231,980,15.69557001
232,972,15.5674429
233,956,15.3111887
234,939,15.03891861
235,941,15.07095038
236,938,15.02290272
237,916,14.67055319
238,891,14.27015599
239,858,13.7416317
240,846,13.54944105
241,828,13.26115507
242,819,13.11701208
243,812,13.00490086
244,798,12.78067843
245,799,12.79669432
246,798,12.78067843
247,801,12.8287261
248,776,12.4283289
249,776,12.4283289
250,776,12.4283289
251,774,12.39629713
252,760,12.1720747
253,767,12.28418591
254,763,12.22012236
255,763,12.22012236
256,768,12.3002018
257,748,11.97988404
258,751,12.02793171
259,752,12.0439476
260,726,11.62753451
261,721,11.54745508
