pointer,NC_028366
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,1.0
98,2.0
99,3.0
100,4.0
101,5.0
102,6.0
103,7.000000000000001
104,8.0
105,9.0
106,10.0
107,11.0
108,12.0
109,12.0
110,13.0
111,14.000000000000002
112,15.0
113,16.0
114,17.0
115,18.0
116,19.0
117,20.0
118,21.0
119,22.0
120,22.0
121,23.0
122,23.0
123,23.0
124,24.0
125,25.0
126,26.0
127,27.0
128,28.000000000000004
129,28.999999999999996
130,30.0
131,31.0
132,32.0
133,33.0
134,34.0
135,35.0
136,36.0
137,37.0
138,38.0
139,39.0
140,40.0
141,41.0
142,41.0
143,41.0
144,41.0
145,41.0
146,42.0
147,43.0
148,44.0
149,45.0
150,46.0
151,47.0
152,48.0
153,49.0
154,50.0
155,51.0
156,52.0
157,53.0
158,54.0
159,55.00000000000001
160,56.00000000000001
161,56.99999999999999
162,57.99999999999999
163,57.99999999999999
164,59.0
165,60.0
166,60.0
167,60.0
168,61.0
169,62.0
170,63.0
171,64.0
172,65.0
173,66.0
174,67.0
175,68.0
176,69.0
177,70.0
178,71.0
179,72.0
180,72.0
181,73.0
182,74.0
183,75.0
184,76.0
185,77.0
186,78.0
187,78.0
188,79.0
189,80.0
190,81.0
191,82.0
192,83.0
193,84.0
194,85.0
195,86.0
196,87.0
197,87.0
198,87.0
199,87.0
200,86.0
201,85.0
202,85.0
203,85.0
204,85.0
205,85.0
206,84.0
207,83.0
208,83.0
209,84.0
210,84.0
211,84.0
212,84.0
213,84.0
214,83.0
215,83.0
216,82.0
217,82.0
218,82.0
219,82.0
220,83.0
221,82.0
222,83.0
223,84.0
224,84.0
225,84.0
226,84.0
227,84.0
228,84.0
229,84.0
230,84.0
231,84.0
232,84.0
233,84.0
234,84.0
235,84.0
236,84.0
237,84.0
238,83.0
239,82.0
240,82.0
241,82.0
242,83.0
243,84.0
244,85.0
245,86.0
246,86.0
247,86.0
248,86.0
249,86.0
250,86.0
251,86.0
252,86.0
253,86.0
254,86.0
255,86.0
256,86.0
257,86.0
258,86.0
259,86.0
260,86.0
261,86.0
262,86.0
263,87.0
264,87.0
265,87.0
266,88.0
267,89.0
268,89.0
269,89.0
270,89.0
271,89.0
272,89.0
273,89.0
274,89.0
275,89.0
276,89.0
277,89.0
278,89.0
279,89.0
280,90.0
281,90.0
282,90.0
283,90.0
284,90.0
285,90.0
286,90.0
287,91.0
288,91.0
289,91.0
290,91.0
291,91.0
292,90.0
293,90.0
294,90.0
295,90.0
296,90.0
297,90.0
298,89.0
299,88.0
300,89.0
301,90.0
302,90.0
303,90.0
304,90.0
305,90.0
306,91.0
307,92.0
308,91.0
309,91.0
310,91.0
311,91.0
312,91.0
313,91.0
314,92.0
315,92.0
316,93.0
317,93.0
318,93.0
319,93.0
320,93.0
321,94.0
322,94.0
323,94.0
324,94.0
325,94.0
326,94.0
327,94.0
328,94.0
329,94.0
330,94.0
331,94.0
332,94.0
333,93.0
334,93.0
335,92.0
336,91.0
337,91.0
338,92.0
339,93.0
340,92.0
341,91.0
342,90.0
343,89.0
344,89.0
345,89.0
346,89.0
347,89.0
348,89.0
349,89.0
350,89.0
351,89.0
352,88.0
353,88.0
354,87.0
355,87.0
356,87.0
357,87.0
358,87.0
359,87.0
360,87.0
361,87.0
362,87.0
363,87.0
364,87.0
365,87.0
366,87.0
367,87.0
368,87.0
369,87.0
370,87.0
371,87.0
372,87.0
373,87.0
374,87.0
375,87.0
376,87.0
377,87.0
378,87.0
379,87.0
380,87.0
381,87.0
382,87.0
383,86.0
384,86.0
385,86.0
386,86.0
387,86.0
388,86.0
389,86.0
390,86.0
391,86.0
392,87.0
393,87.0
394,87.0
395,87.0
396,87.0
397,87.0
398,88.0
399,88.0
400,88.0
401,88.0
402,88.0
403,88.0
404,88.0
405,88.0
406,88.0
407,88.0
408,89.0
409,89.0
410,89.0
411,88.0
412,88.0
413,88.0
414,88.0
415,88.0
416,88.0
417,88.0
418,88.0
419,88.0
420,88.0
421,88.0
422,88.0
423,88.0
424,87.0
425,87.0
426,87.0
427,87.0
428,87.0
429,87.0
430,87.0
431,87.0
432,87.0
433,88.0
434,88.0
435,89.0
436,90.0
437,90.0
438,90.0
439,90.0
440,91.0
441,92.0
442,93.0
443,94.0
444,94.0
445,94.0
446,94.0
447,94.0
448,94.0
449,94.0
450,94.0
451,94.0
452,95.0
453,95.0
454,96.0
455,96.0
456,96.0
457,96.0
458,96.0
459,96.0
460,96.0
461,96.0
462,96.0
463,96.0
464,96.0
465,96.0
466,96.0
467,96.0
468,96.0
469,96.0
470,96.0
471,96.0
472,96.0
473,96.0
474,96.0
475,96.0
476,96.0
477,96.0
478,96.0
479,96.0
480,96.0
481,96.0
482,96.0
483,97.0
484,97.0
485,97.0
486,97.0
487,97.0
488,97.0
489,96.0
490,96.0
491,96.0
492,96.0
493,96.0
494,96.0
495,96.0
496,96.0
497,96.0
498,96.0
499,97.0
500,97.0
501,97.0
502,97.0
503,97.0
504,97.0
505,97.0
506,97.0
507,97.0
508,97.0
509,97.0
510,97.0
511,98.0
512,98.0
513,98.0
514,98.0
515,98.0
516,98.0
