pointer,OQ818323,OQ818324,LC386158,MG875515,MT295502
49,14.736842105263156,21.21212121212121,0.0,3.260869565217391,0.0
50,14.583333333333334,21.21212121212121,0.0,3.225806451612903,0.0
51,14.432989690721648,21.21212121212121,0.0,3.1914893617021276,0.0
52,14.285714285714285,21.21212121212121,0.0,3.1578947368421053,0.0
53,14.14141414141414,21.21212121212121,0.0,3.125,0.0
54,14.000000000000002,21.21212121212121,0.0,3.0927835051546393,0.0
55,14.000000000000002,21.21212121212121,0.0,3.061224489795918,0.0
56,13.0,20.2020202020202,0.0,3.061224489795918,0.0
57,13.0,19.19191919191919,0.0,3.061224489795918,0.0
58,13.0,19.19191919191919,0.0,2.0408163265306123,0.0
59,13.0,19.19191919191919,0.0,2.0408163265306123,0.0
60,13.0,19.19191919191919,0.0,2.0408163265306123,0.0
61,13.0,19.19191919191919,0.0,2.0408163265306123,0.0
62,12.0,18.181818181818183,0.0,1.0204081632653061,0.0
63,12.0,18.181818181818183,0.0,2.0408163265306123,0.0
64,12.0,18.181818181818183,0.0,2.0408163265306123,0.0
65,11.0,18.181818181818183,0.0,2.0408163265306123,0.0
66,10.0,17.17171717171717,0.0,2.0408163265306123,0.0
67,11.0,18.181818181818183,0.0,3.0303030303030303,0.0
68,11.0,19.19191919191919,0.0,3.0303030303030303,0.0
69,11.0,19.19191919191919,0.0,3.061224489795918,0.0
70,12.0,20.2020202020202,0.0,3.061224489795918,0.0
71,11.0,19.19191919191919,0.0,4.081632653061225,0.0
72,11.0,19.19191919191919,0.0,4.081632653061225,0.0
73,11.0,19.19191919191919,0.0,4.081632653061225,0.0
74,11.0,18.181818181818183,0.0,4.081632653061225,0.0
75,11.0,18.181818181818183,0.0,4.081632653061225,0.0
76,10.0,17.17171717171717,0.0,5.1020408163265305,0.0
77,10.0,17.17171717171717,0.0,6.122448979591836,0.0
78,10.0,17.17171717171717,0.0,6.122448979591836,0.0
79,10.0,17.17171717171717,0.0,6.122448979591836,0.0
80,10.1010101010101,17.346938775510203,0.0,6.122448979591836,0.0
81,10.1010101010101,17.346938775510203,0.0,7.142857142857142,0.0
82,10.1010101010101,17.346938775510203,0.0,8.16326530612245,0.0
83,10.1010101010101,17.346938775510203,0.0,8.16326530612245,0.0
84,10.1010101010101,18.367346938775512,0.0,8.16326530612245,0.0
85,10.1010101010101,18.367346938775512,0.0,8.16326530612245,0.0
86,10.1010101010101,18.367346938775512,0.0,8.16326530612245,0.0
87,10.1010101010101,18.367346938775512,0.0,9.183673469387756,0.0
88,10.1010101010101,17.346938775510203,0.0,9.183673469387756,0.0
89,10.1010101010101,17.346938775510203,0.0,9.183673469387756,0.0
90,10.1010101010101,17.346938775510203,0.0,9.183673469387756,0.0
91,9.090909090909092,17.346938775510203,0.0,9.183673469387756,0.0
92,9.090909090909092,17.346938775510203,0.0,9.183673469387756,0.0
93,9.090909090909092,17.17171717171717,0.0,10.1010101010101,0.0
94,9.090909090909092,17.17171717171717,0.0,10.1010101010101,0.0
95,9.090909090909092,17.17171717171717,0.0,10.1010101010101,0.0
96,9.090909090909092,17.17171717171717,0.0,10.1010101010101,0.0
97,9.090909090909092,16.161616161616163,0.0,10.1010101010101,0.0
98,10.1010101010101,16.161616161616163,0.0,10.1010101010101,0.0
99,11.11111111111111,17.17171717171717,0.0,10.1010101010101,0.0
100,11.11111111111111,17.17171717171717,0.0,10.1010101010101,0.0
101,11.11111111111111,17.17171717171717,0.0,11.11111111111111,0.0
102,11.11111111111111,16.161616161616163,0.0,11.11111111111111,0.0
103,11.11111111111111,16.161616161616163,0.0,11.11111111111111,0.0
104,11.11111111111111,15.151515151515152,0.0,11.11111111111111,0.0
