pointer,OQ818347,OQ818348,OP963671
49,13.23529411764706,38.0,1.4705882352941175
50,13.23529411764706,38.0,0.0
51,13.23529411764706,37.0,0.0
52,14.705882352941178,37.0,0.0
53,14.705882352941178,37.0,0.0
54,16.176470588235293,38.0,0.0
55,16.176470588235293,39.0,0.0
56,16.176470588235293,39.0,0.0
57,17.647058823529413,39.0,0.0
58,17.647058823529413,39.0,0.0
59,17.91044776119403,39.0,0.0
60,18.181818181818183,38.0,0.0
61,18.461538461538463,37.0,0.0
62,18.75,36.0,0.0
63,18.461538461538463,36.0,0.0
64,18.181818181818183,36.0,0.0
65,17.91044776119403,36.0,0.0
66,17.647058823529413,37.0,0.0
67,17.391304347826086,38.0,0.0
68,17.142857142857142,38.0,0.0
69,16.901408450704224,38.0,0.0
70,16.901408450704224,38.0,0.0
71,18.055555555555554,39.0,0.0
72,18.055555555555554,38.0,0.0
73,19.444444444444446,37.0,0.0
74,19.444444444444446,36.0,0.0
75,19.444444444444446,36.0,0.0
76,19.444444444444446,35.0,0.0
77,19.444444444444446,35.0,0.0
78,20.833333333333336,34.0,0.0
79,20.833333333333336,33.0,0.0
80,20.833333333333336,34.0,0.0
81,22.22222222222222,35.0,0.0
82,23.61111111111111,34.0,0.0
83,25.0,35.0,0.0
84,26.38888888888889,36.0,0.0
85,27.77777777777778,37.0,0.0
86,27.77777777777778,36.0,0.0
87,29.166666666666668,36.0,0.0
88,29.166666666666668,36.0,0.0
89,29.577464788732392,36.0,0.0
90,30.0,35.0,0.0
91,30.434782608695656,35.0,0.0
92,30.88235294117647,34.0,0.0
93,31.343283582089555,34.0,0.0
94,31.818181818181817,34.0,0.0
95,32.30769230769231,34.0,0.0
96,32.8125,33.0,0.0
97,32.8125,33.0,0.0
98,32.8125,33.0,0.0
99,32.8125,33.0,0.0
100,32.8125,33.0,0.0
101,32.8125,33.0,0.0
102,32.8125,33.0,0.0
103,33.33333333333333,32.0,0.0
104,33.87096774193548,31.0,0.0
105,34.42622950819672,31.0,0.0
