pointer,OQ818321,OQ818329,NC_033820
49,24.0,76.47058823529412,29.411764705882355
50,25.0,77.14285714285715,31.428571428571427
51,26.0,77.77777777777779,33.33333333333333
52,27.0,78.37837837837837,35.13513513513514
53,28.000000000000004,78.94736842105263,36.84210526315789
54,28.999999999999996,79.48717948717949,38.46153846153847
55,30.0,77.5,40.0
56,31.0,75.60975609756098,41.46341463414634
57,31.0,73.80952380952381,42.857142857142854
58,32.0,72.09302325581395,44.18604651162791
59,33.0,72.72727272727273,45.45454545454545
60,34.0,73.33333333333333,46.666666666666664
61,35.0,73.91304347826086,47.82608695652174
62,36.0,74.46808510638297,48.93617021276596
63,37.0,75.0,50.0
64,38.0,75.51020408163265,51.02040816326531
65,39.0,76.0,52.0
66,40.0,76.47058823529412,52.94117647058824
67,41.0,76.92307692307693,53.84615384615385
68,42.0,77.35849056603774,54.71698113207547
69,43.0,77.77777777777779,55.55555555555556
70,44.0,78.18181818181819,56.36363636363636
71,45.0,78.57142857142857,57.14285714285714
72,46.0,78.94736842105263,57.89473684210527
73,47.0,79.3103448275862,58.620689655172406
74,48.0,79.66101694915254,59.32203389830508
75,49.0,80.0,60.0
76,50.0,80.32786885245902,60.65573770491803
77,51.0,80.64516129032258,61.29032258064516
78,52.0,80.95238095238095,61.904761904761905
79,53.0,81.25,62.5
80,54.0,81.53846153846153,63.07692307692307
81,55.00000000000001,81.81818181818183,63.63636363636363
82,56.00000000000001,82.08955223880598,64.17910447761194
83,56.99999999999999,82.35294117647058,64.70588235294117
84,57.99999999999999,82.6086956521739,65.21739130434783
85,59.0,82.85714285714286,65.71428571428571
86,60.0,83.09859154929578,66.19718309859155
87,61.0,83.33333333333334,66.66666666666666
88,62.0,83.56164383561644,67.12328767123287
89,63.0,83.78378378378379,67.56756756756756
90,64.0,84.0,68.0
91,65.0,84.21052631578947,68.42105263157895
92,66.0,83.11688311688312,68.83116883116884
93,67.0,83.33333333333334,69.23076923076923
94,68.0,83.54430379746836,69.62025316455697
95,69.0,83.75,70.0
96,69.0,83.9506172839506,70.37037037037037
97,69.0,82.92682926829268,70.73170731707317
98,70.0,83.13253012048193,71.08433734939759
99,71.0,82.14285714285714,71.42857142857143
100,71.0,81.17647058823529,70.58823529411765
101,72.0,81.3953488372093,70.93023255813954
102,72.0,81.60919540229885,71.26436781609196
103,72.0,80.68181818181817,71.5909090909091
104,72.0,79.7752808988764,71.91011235955057
105,72.0,78.88888888888889,72.22222222222221
106,73.0,79.12087912087912,72.52747252747253
107,74.0,79.34782608695652,72.82608695652173
108,74.0,78.49462365591397,72.04301075268818
109,75.0,78.72340425531915,72.3404255319149
110,75.0,77.89473684210526,71.57894736842105
111,76.0,77.08333333333334,71.875
112,76.0,77.31958762886599,72.16494845360825
113,76.0,76.53061224489795,72.44897959183673
114,75.0,75.51020408163265,73.46938775510205
115,74.0,75.51020408163265,74.48979591836735
116,73.0,74.48979591836735,75.51020408163265
117,73.0,73.46938775510205,76.53061224489795
118,73.0,72.44897959183673,77.55102040816327
119,73.0,73.46938775510205,78.57142857142857
120,73.0,73.46938775510205,79.59183673469387
121,73.0,72.44897959183673,80.61224489795919
122,73.0,72.44897959183673,81.63265306122449
123,73.0,72.44897959183673,82.6530612244898
124,73.0,72.44897959183673,83.6734693877551
125,73.0,72.44897959183673,84.6938775510204
126,74.0,73.46938775510205,85.71428571428571
127,74.0,74.48979591836735,86.73469387755102
128,75.0,75.51020408163265,87.75510204081633
129,76.0,75.51020408163265,88.77551020408163
130,75.0,74.48979591836735,89.79591836734694
131,75.0,74.48979591836735,89.79591836734694
132,75.0,73.46938775510205,89.79591836734694
133,76.0,73.46938775510205,90.81632653061224
134,77.0,73.46938775510205,91.83673469387756
135,76.0,72.44897959183673,92.85714285714286
136,76.0,71.42857142857143,93.87755102040816
137,76.0,71.42857142857143,94.89795918367348
138,77.0,72.44897959183673,94.89795918367348
139,77.0,73.46938775510205,94.89795918367348
140,77.0,74.48979591836735,94.89795918367348
141,77.0,74.48979591836735,94.89795918367348
142,76.0,73.46938775510205,94.89795918367348
143,77.0,73.73737373737373,94.94949494949495
144,78.0,74.0,95.0
145,78.0,74.0,95.0
146,79.0,74.0,95.0
147,80.0,74.0,95.0
148,80.0,74.0,96.0
149,80.0,74.0,97.0
150,80.0,74.0,97.0
151,80.0,74.0,97.0
152,79.7979797979798,73.0,96.96969696969697
153,79.7979797979798,73.0,96.96969696969697
154,79.7979797979798,73.0,96.96969696969697
155,78.78787878787878,73.0,96.96969696969697
156,77.77777777777779,73.0,96.96969696969697
157,77.77777777777779,73.0,96.96969696969697
158,77.77777777777779,73.0,96.96969696969697
159,76.76767676767676,73.0,96.96969696969697
160,75.75757575757575,73.0,96.96969696969697
161,75.75757575757575,73.0,96.96969696969697
162,74.74747474747475,72.0,96.96969696969697
163,74.74747474747475,72.0,96.96969696969697
164,73.73737373737373,71.0,96.96969696969697
165,72.72727272727273,71.0,96.96969696969697
166,71.71717171717171,70.0,96.96969696969697
167,70.70707070707071,69.0,96.96969696969697
168,70.70707070707071,68.0,96.96969696969697
169,69.6969696969697,68.0,96.96969696969697
170,68.68686868686868,67.0,96.96969696969697
171,68.68686868686868,66.0,96.96969696969697
172,67.67676767676768,65.0,96.96969696969697
173,66.66666666666666,65.0,96.96969696969697
174,66.66666666666666,65.0,96.96969696969697
175,66.66666666666666,65.0,96.96969696969697
176,66.66666666666666,65.0,96.96969696969697
177,66.66666666666666,65.0,96.96969696969697
178,66.66666666666666,65.0,96.96969696969697
179,66.66666666666666,65.0,96.96969696969697
180,66.66666666666666,65.0,96.96969696969697
181,66.66666666666666,65.0,96.96969696969697
182,66.66666666666666,65.0,96.96969696969697
183,66.66666666666666,64.0,96.96969696969697
184,66.66666666666666,63.0,96.96969696969697
185,65.65656565656566,62.0,96.96969696969697
186,65.65656565656566,61.0,96.96969696969697
187,65.65656565656566,61.0,96.96969696969697
188,65.65656565656566,61.0,96.96969696969697
189,65.65656565656566,61.0,96.96969696969697
190,65.65656565656566,61.0,96.96969696969697
191,65.65656565656566,61.0,96.96969696969697
192,65.65656565656566,62.0,96.96969696969697
193,65.65656565656566,62.0,96.96969696969697
194,65.65656565656566,62.0,96.96969696969697
195,65.65656565656566,62.0,96.96969696969697
196,66.66666666666666,62.0,96.96969696969697
197,67.67676767676768,63.0,96.96969696969697
198,67.67676767676768,63.0,96.96969696969697
199,67.67676767676768,64.0,96.96969696969697
200,68.68686868686868,65.0,97.97979797979798
201,68.68686868686868,65.0,97.97979797979798
202,69.6969696969697,65.0,97.97979797979798
203,70.70707070707071,66.0,97.97979797979798
204,71.71717171717171,67.0,97.97979797979798
205,71.71717171717171,67.0,97.97979797979798
206,70.70707070707071,66.0,97.97979797979798
207,70.70707070707071,66.0,97.97979797979798
208,71.71717171717171,67.0,98.98989898989899
209,71.71717171717171,67.0,98.98989898989899
210,72.72727272727273,68.0,100.0
211,72.72727272727273,69.0,100.0
212,73.73737373737373,69.0,100.0
213,74.74747474747475,70.0,100.0
214,75.75757575757575,71.0,100.0
215,76.76767676767676,71.0,100.0
216,77.77777777777779,72.0,100.0
217,77.77777777777779,73.0,100.0
218,77.77777777777779,74.0,100.0
219,78.78787878787878,73.0,100.0
220,78.78787878787878,73.0,100.0
221,77.77777777777779,74.0,100.0
222,77.77777777777779,74.0,100.0
223,77.77777777777779,74.0,100.0
224,77.77777777777779,74.0,100.0
225,76.76767676767676,74.0,100.0
226,76.76767676767676,74.0,100.0
227,76.76767676767676,73.0,100.0
228,76.76767676767676,73.0,100.0
229,76.76767676767676,73.0,100.0
230,77.77777777777779,74.0,100.0
231,77.77777777777779,74.0,100.0
232,77.77777777777779,75.0,100.0
233,77.77777777777779,76.0,100.0
234,77.77777777777779,76.0,100.0
235,78.78787878787878,77.0,100.0
236,78.78787878787878,78.0,100.0
237,78.78787878787878,78.0,100.0
238,78.78787878787878,78.0,100.0
239,79.7979797979798,78.0,100.0
240,79.7979797979798,78.0,100.0
241,79.7979797979798,78.0,100.0
242,80.8080808080808,79.0,100.0
243,80.8080808080808,79.0,100.0
244,80.8080808080808,79.0,100.0
245,80.8080808080808,79.0,100.0
246,80.8080808080808,79.0,100.0
247,80.8080808080808,79.0,100.0
248,80.8080808080808,79.0,100.0
249,80.8080808080808,79.0,100.0
250,80.8080808080808,79.0,100.0
251,80.8080808080808,79.0,100.0
252,81.0,80.0,100.0
253,81.0,80.0,100.0
254,81.0,80.0,100.0
255,82.0,81.0,100.0
256,83.0,82.0,100.0
257,84.0,83.0,100.0
258,84.0,84.0,100.0
259,85.0,84.0,100.0
260,86.0,84.0,100.0
261,86.0,84.0,100.0
262,87.0,85.0,100.0
263,87.0,85.0,100.0
264,88.0,86.0,100.0
265,89.0,86.0,100.0
266,90.0,87.0,100.0
267,90.0,87.0,100.0
268,89.0,87.0,100.0
269,90.0,87.0,100.0
270,91.0,88.0,100.0
271,91.0,89.0,100.0
272,92.0,90.0,100.0
273,93.0,90.0,100.0
274,93.0,90.0,100.0
275,93.0,90.0,100.0
276,93.0,90.0,100.0
277,93.0,90.0,100.0
278,93.0,89.0,100.0
279,93.0,88.0,100.0
280,93.0,88.0,100.0
281,93.0,88.0,100.0
282,93.0,88.0,100.0
283,93.0,89.0,100.0
284,93.0,90.0,100.0
285,94.0,91.0,100.0
286,94.0,92.0,100.0
287,94.0,92.0,100.0
288,94.0,92.0,100.0
289,94.0,92.0,100.0
290,94.0,92.0,100.0
291,94.0,92.0,100.0
292,94.0,92.0,100.0
293,94.0,92.0,100.0
294,94.0,91.0,100.0
295,94.0,90.0,100.0
296,94.0,90.0,100.0
297,94.0,90.0,100.0
298,93.0,89.0,100.0
299,93.0,89.0,100.0
300,93.0,89.0,100.0
301,93.0,89.0,100.0
302,93.0,89.0,100.0
303,93.0,89.0,100.0
304,93.0,89.0,100.0
305,94.0,90.0,100.0
306,95.0,91.0,100.0
307,95.0,91.0,100.0
308,95.0,91.0,100.0
309,95.0,91.0,100.0
310,95.0,91.0,100.0
311,95.0,90.0,100.0
312,95.0,90.0,100.0
313,95.0,90.0,100.0
314,95.0,90.0,100.0
315,95.0,90.0,100.0
316,95.0,90.0,100.0
317,95.0,90.0,100.0
318,95.0,90.0,100.0
319,95.0,91.0,100.0
320,95.0,91.0,100.0
321,96.0,91.0,100.0
322,96.0,91.0,100.0
323,96.0,91.0,100.0
324,96.0,91.0,100.0
325,97.0,91.0,100.0
326,97.0,91.0,100.0
327,97.0,92.0,100.0
328,97.0,92.0,100.0
329,97.0,92.0,100.0
330,97.0,92.0,100.0
331,97.0,92.0,100.0
332,97.0,92.0,100.0
333,97.0,92.0,100.0
334,97.0,92.0,100.0
335,97.0,92.0,100.0
336,97.0,92.0,100.0
337,97.0,91.0,100.0
338,96.0,90.0,100.0
339,96.0,89.0,100.0
340,96.0,88.0,100.0
341,96.0,88.0,100.0
342,96.0,88.0,100.0
343,96.0,88.0,100.0
344,96.0,88.0,100.0
345,96.0,88.0,100.0
346,96.0,88.0,100.0
347,96.0,88.0,100.0
348,96.0,88.0,100.0
349,96.0,88.0,100.0
350,96.0,88.0,100.0
351,96.0,88.0,100.0
352,96.0,88.0,100.0
353,96.0,88.0,100.0
354,96.0,88.0,100.0
355,96.0,88.0,100.0
356,96.0,88.0,100.0
357,96.0,88.0,100.0
358,96.0,88.0,100.0
359,95.0,87.0,99.0
360,95.0,87.0,99.0
361,95.0,87.0,99.0
362,95.0,87.0,99.0
363,94.94949494949495,86.0,98.98989898989899
364,93.93939393939394,85.0,98.9795918367347
365,93.93939393939394,84.0,98.9795918367347
366,93.93939393939394,84.0,98.9795918367347
367,94.94949494949495,85.0,98.9795918367347
368,95.95959595959596,86.0,98.9795918367347
369,95.95959595959596,86.0,98.9795918367347
370,95.95959595959596,86.0,98.9795918367347
371,95.95959595959596,86.0,98.9795918367347
372,95.95959595959596,86.0,98.9795918367347
373,95.95959595959596,86.0,98.9795918367347
374,94.94949494949495,85.0,98.9795918367347
375,94.94949494949495,85.0,98.9795918367347
376,94.94949494949495,85.0,98.9795918367347
377,93.93939393939394,85.0,98.9795918367347
378,93.93939393939394,86.0,98.9795918367347
379,93.93939393939394,87.0,98.9795918367347
380,92.92929292929293,87.0,98.9795918367347
381,92.92929292929293,87.0,98.9795918367347
382,92.92929292929293,87.0,98.9795918367347
383,92.92929292929293,86.0,98.9795918367347
384,92.92929292929293,86.0,98.9795918367347
385,92.92929292929293,86.0,98.9795918367347
386,92.92929292929293,85.0,98.9795918367347
387,91.91919191919192,84.0,98.9795918367347
388,91.91919191919192,84.0,98.9795918367347
389,91.91919191919192,83.0,98.9795918367347
390,91.83673469387756,82.0,98.96907216494846
391,91.75257731958763,81.0,98.95833333333334
392,91.66666666666666,80.0,98.94736842105263
393,91.66666666666666,80.0,98.94736842105263
394,90.625,80.0,98.94736842105263
395,89.58333333333334,80.0,98.94736842105263
396,89.58333333333334,80.0,98.94736842105263
397,88.54166666666666,79.0,98.94736842105263
398,88.54166666666666,79.0,98.94736842105263
399,87.5,78.0,98.94736842105263
400,86.45833333333334,78.0,98.94736842105263
401,86.45833333333334,78.0,98.94736842105263
402,86.45833333333334,78.0,98.94736842105263
403,86.45833333333334,77.0,98.94736842105263
404,86.45833333333334,77.0,98.94736842105263
405,86.45833333333334,76.0,98.94736842105263
406,86.45833333333334,75.0,98.94736842105263
407,85.41666666666666,74.0,98.94736842105263
408,84.375,74.0,98.94736842105263
409,84.375,73.0,98.94736842105263
410,84.375,72.0,98.94736842105263
411,84.375,72.0,98.94736842105263
412,84.375,72.0,98.94736842105263
413,84.375,71.0,98.94736842105263
414,84.375,71.0,98.94736842105263
415,84.375,71.0,98.94736842105263
416,84.375,71.0,98.94736842105263
417,84.375,71.0,98.94736842105263
418,84.375,71.0,98.94736842105263
