#node	date	numeric date
NODE_0000000	1368-11-02	1368.836185
NODE_0000052	1380-02-18	1380.132919
NODE_0000053	1465-06-19	1465.465732
NC_015492.1	2003-08-19	2003.631507
NODE_0000054	1768-09-16	1768.708458
NC_003502.1	1997-08-19	1997.631507
NC_003509.1	2004-05-01	2004.331967
NODE_0000055	1407-11-14	1407.870492
NODE_0000056	1795-08-12	1795.612477
NC_038764.1	2003-01-11	2003.028767
NODE_0000057	1873-11-27	1873.905800
NC_040417.1	2007-02-16	2007.127397
NC_032270.1	2007-01-13	2007.034247
NODE_0000058	1446-07-24	1446.559128
NODE_0000059	1502-02-25	1502.153038
OQ818326	2018-09-11	2018.694521
NODE_0000060	1638-01-17	1638.046568
NC_038767.1	2001-11-15	2001.872603
NODE_0000061	1696-08-11	1696.611705
NODE_0000062	1735-06-10	1735.439858
NC_033492.1	2009-01-13	2009.034247
NC_038765.1	2007-01-10	2007.026027
NODE_0000063	1858-08-21	1858.636512
NC_006057.1	2003-05-20	2003.382192
NODE_0000064	1934-06-27	1934.486871
NC_003615.1	1991-03-22	1991.220548
NC_017939.1	2011-12-22	2011.973973
NODE_0000065	1490-07-16	1490.538950
NODE_0000066	1687-11-22	1687.891976
NC_003791.1	1999-08-09	1999.604110
NODE_0000067	1758-10-24	1758.812190
NC_003622.1	1989-05-25	1989.395890
NODE_0000068	1805-01-29	1805.078015
NODE_0000069	1870-10-06	1870.762000
NC_040399.1	1977-07-01	1977.497260
NC_043447.1	2001-10-08	2001.768493
NODE_0000070	1888-10-15	1888.787201
NC_043684.1	2007-01-07	2007.017808
NODE_0000071	1912-08-20	1912.636096
NC_003693.1	1988-07-01	1988.498634
NC_004439.1	2004-02-02	2004.088798
NODE_0000072	1511-05-27	1511.401242
NODE_0000073	1758-02-17	1758.130719
NC_018384.1	2011-04-15	2011.286301
NC_018383.1	2005-06-03	2005.420548
NODE_0000074	1612-09-02	1612.671282
NODE_0000075	1649-06-24	1649.477021
NODE_0000076	1913-04-08	1913.266237
NC_003840.1	1995-07-01	1995.497260
NC_003839.2	1991-07-19	1991.546575
NODE_0000077	1884-09-21	1884.721328
NC_006965.1	2007-08-04	2007.590411
NC_006964.1	2004-12-19	2004.965847
NODE_0000078	1667-12-21	1667.972475
NC_005266.1	2003-05-20	2003.382192
NODE_0000079	1749-07-10	1749.521981
NODE_0000080	1937-02-21	1937.141597
NC_038761.1	2003-01-11	2003.028767
NC_005096.1	2008-07-03	2008.504098
NODE_0000081	1874-11-09	1874.855422
NC_022798.1	2012-01-12	2012.031421
NODE_0000082	1896-10-05	1896.760090
NC_038762.1	2003-01-11	2003.028767
NC_005097.1	1996-03-06	1996.178962
NODE_0000051	1384-10-21	1384.805726
NC_015414.1	2009-02-15	2009.124658
NODE_0000049	1408-06-12	1408.447971
NODE_0000050	1825-10-03	1825.755861
NC_003694.1	1986-07-01	1986.497260
NC_003621.1	1989-05-02	1989.332877
NODE_0000043	1432-02-13	1432.118287
NODE_0000044	1578-04-25	1578.314964
NC_003785.2	1997-12-19	1997.965753
NODE_0000045	1607-09-30	1607.747468
NODE_0000046	1632-06-24	1632.479998
NC_016443.1	2010-12-15	2010.954795
NC_031766.1	2016-06-21	2016.471311
NODE_0000047	1823-04-25	1823.313214
NC_008182.1	2005-12-28	2005.990411
NODE_0000048	1951-10-14	1951.785586
NC_003446.1	2001-07-17	2001.541096
NC_003445.1	2001-07-17	2001.541096
NODE_0000028	1457-10-03	1457.754623
NODE_0000029	1481-11-08	1481.854038
NODE_0000030	1867-07-16	1867.539131
NC_038320.1	2008-10-02	2008.752732
NC_003628.1	1993-01-14	1993.036986
NODE_0000031	1508-12-06	1508.929542
NODE_0000032	1642-04-10	1642.271296
NC_035221.1	2005-02-17	2005.130137
NODE_0000033	1721-10-13	1721.783201
NC_020898.1	2007-01-08	2007.020548
NODE_0000034	1813-04-16	1813.288643
NC_029038.1	2015-09-19	2015.716438
NODE_0000035	1862-02-17	1862.130758
NC_006271.1	2004-01-19	2004.050546
NC_003787.1	1999-08-09	1999.604110
NODE_0000036	1610-05-13	1610.363884
NC_035214.1	2012-08-17	2012.627049
NODE_0000037	1685-01-20	1685.054059
NODE_0000038	1829-02-02	1829.089313
NC_035218.1	2007-01-12	2007.031507
NC_025479.2	2012-02-12	2012.116120
NODE_0000039	1801-05-11	1801.357666
NC_001632.1	2000-06-01	2000.416667
NODE_0000040	1836-03-10	1836.191228
NC_009013.1	2007-01-03	2007.006849
NODE_0000041	1890-07-02	1890.501134
NC_013075.1	2002-05-09	2002.352055
NODE_0000042	1922-03-01	1922.163677
NC_027926.1	2001-05-15	2001.368493
NC_010987.1	2007-01-07	2007.017808
NODE_0000025	1481-02-03	1481.092627
NODE_0000026	1519-11-17	1519.877497
OQ818327	2018-09-11	2018.694521
NODE_0000027	1843-11-24	1843.896368
NC_040586.1	2009-02-16	2009.127397
NC_003623.1	1989-10-13	1989.782192
NODE_0000018	1516-04-03	1516.254859
NODE_0000019	1612-11-01	1612.835685
NODE_0000020	1782-12-13	1782.948285
NC_039073.1	2016-05-23	2016.392077
NC_039077.1	2011-01-05	2011.012329
NODE_0000021	1750-03-18	1750.209053
NODE_0000022	1790-01-19	1790.050463
NC_023016.1	2008-05-13	2008.364754
NC_038760.1	2003-01-11	2003.028767
NODE_0000023	1797-09-18	1797.713536
NC_005289.1	2002-04-30	2002.327397
NODE_0000024	1835-05-02	1835.334208
NC_003003.1	2000-01-19	2000.050546
NC_011190.1	2007-09-16	2007.708219
NODE_0000008	1552-02-16	1552.127610
NODE_0000007	1552-02-16	1552.127610
NC_006056.1	2001-08-01	2001.582192
NODE_0000006	1586-11-09	1586.854924
NC_003626.1	1996-08-22	1996.640710
NODE_0000005	1670-06-02	1670.417030
NC_003550.1	1983-07-01	1983.497260
NODE_0000004	1750-10-09	1750.770100
NC_003495.1	1991-07-01	1991.497260
NODE_0000003	1786-02-03	1786.091198
NC_003738.1	1986-07-01	1986.497260
NODE_0000002	1836-05-06	1836.346961
NC_005290.1	2002-04-30	2002.327397
NODE_0000001	1914-10-23	1914.810939
NC_030886.1	2002-06-09	2002.436986
OQ818330	2018-02-23	2018.146575
NODE_0000009	1636-01-16	1636.043703
NODE_0000010	1924-09-01	1924.666857
NC_003496.1	1996-09-13	1996.700820
NC_027915.1	2001-01-12	2001.031507
NODE_0000011	1674-02-06	1674.099480
NODE_0000012	1741-12-13	1741.950114
NC_003545.1	1992-07-01	1992.498634
NC_028139.1	2007-01-10	2007.026027
NODE_0000013	1696-03-28	1696.238967
NODE_0000014	1873-09-24	1873.729283
NC_010709.1	2003-02-07	2003.102740
NC_013218.1	2001-08-27	2001.653425
NODE_0000015	1728-02-02	1728.089158
NC_003799.1	2001-01-19	2001.050685
NODE_0000016	1777-04-20	1777.300246
NC_003549.1	1985-07-23	1985.557534
NODE_0000017	1822-05-24	1822.394404
NC_003741.1	1992-03-10	1992.189891
NC_022004.1	2005-05-15	2005.368493
